"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";266,092;0,87;203,512;61,4;0,994;133,938;0,706;0,262;0,092;0,108;196,392;192,086;69,906;28,56;29,046;468,34;1,01;203,756;71,8;1,072;132,378;0,718;0,286;0,084;0,08;334,904;313,872;134,882;37,486;32,382;"0"
"2";307,158;1,026;201,79;69,8;1,192;129,244;0,718;0,27;0,088;0,086;220,686;228,468;54,35;42,012;38,164;211,478;0,998;206,234;69,6;0,986;133,208;0,706;0,3;0,124;0,106;153,02;152,732;62,714;29,612;25,234;"1"
"3";1566,53;1,018;216,232;69,8;1,106;137,912;0,754;0,28;0,118;0,104;1205,3;1084,232;429,57;207,152;168,022;944,798;1,006;211,494;69,8;1,092;136,634;0,742;0,284;0,1;0,092;699,85;603,548;268,532;72,444;61,178;"1"
"4";1564,592;1,076;224,312;72,4;1,146;142,14;0,776;0,254;0,124;0,108;1248,264;1047,558;388,97;215,898;177,104;1273,488;1,06;211,922;73,2;1,12;134,158;0,748;0,256;0,106;0,094;992,656;855,434;285,598;152,722;123,552;"0"
"5";845,204;0,932;201,324;65,2;1,03;128,498;0,7;0,268;0,104;0,092;646,926;563,93;227,788;99,054;78,71;1250,666;1,036;210,398;72;1,062;136,722;0,732;0,288;0,098;0,096;911,408;857,222;336,776;114,88;109,966;"0"
"6";812,312;1,1;225,116;73,4;1,146;144,482;0,79;0,27;0,116;0,1;653,266;558,774;187,936;102,91;86,736;981,016;1,052;222,834;72;1,076;142,038;0,774;0,28;0,13;0,12;803,818;722,07;230,812;162,836;135,348;"1"
"7";957,13;1,144;236,884;73,6;1,194;151,29;0,826;0,268;0,142;0,118;822,216;676,408;227,004;159,398;126,5;774,124;1,042;208,618;72,8;1,07;133,888;0,732;0,278;0,098;0,09;579,148;537,514;211,232;83,28;70,292;"1"
"8";649,204;1,026;215,15;71,4;1,066;138,448;0,746;0,278;0,114;0,1;485,932;446,798;191,258;70,218;64,596;964,38;1,01;211,69;70,6;1,048;136,962;0,736;0,28;0,106;0,094;701,128;659,778;302,566;89,092;77,576;"0"
"9";532,612;0,952;203,668;67,8;0,95;131,428;0,696;0,276;0,102;0,11;385,834;387,674;145,322;55,728;53,448;154,166;0,974;209,256;70,2;0,994;135,516;0,71;0,268;0,11;0,108;116,916;113,138;35,572;24,394;19,484;"1"
"10";299,86;1,034;212,176;71;1,032;137,526;0,734;0,312;0,1;0,104;221,878;211,916;91,978;30,974;31,816;873,504;1,036;205,546;71,6;1,07;133,278;0,718;0,316;0,098;0,09;612,64;553,07;317,872;65,444;52,604;"0"
"11";845,09;1,058;221,474;72,8;1,11;143,236;0,774;0,268;0,11;0,098;690,964;583,71;187,858;117,684;93,094;1376,616;0,996;208,9;70,2;1,048;135,088;0,726;0,312;0,092;0,096;968,022;927,102;435,396;108,61;103,86;"0"
"12";398,3;1,044;215,042;71,4;1,104;137,578;0,75;0,28;0,112;0,104;296,57;268,688;115,012;42,038;37,514;458,782;1,02;201,838;71,2;1,038;131,19;0,714;0,25;0,112;0,108;338,556;315,23;105,07;57,484;49,076;"1"
"13";890,904;1,072;226,514;71,8;1,13;143,328;0,794;0,248;0,13;0,118;715,222;625,548;219,228;120,422;108,03;992,114;1,05;202,26;73,6;1,066;128,258;0,714;0,324;0,106;0,096;682,224;679,272;265,66;101,664;90,544;"1"
"14";680,94;0,904;207,764;63,4;1,066;133,654;0,724;0,274;0,096;0,094;502,482;440,972;183,7;61,476;53,648;1392,604;1,1;223,01;73,2;1,178;143,516;0,78;0,292;0,118;0,102;1116,57;930,412;381,458;182,502;153,61;"0"
"15";882,918;1,03;224,192;71,2;1,114;143,628;0,776;0,304;0,124;0,112;717,978;602,874;228,542;116,462;95,254;425,098;1,034;213,144;71;1,092;138,774;0,744;0,254;0,114;0,104;331,336;288,326;105,922;47,596;41,404;"1"
"16";194,894;1,016;210,004;71,8;1,012;138,446;0,726;0,32;0,098;0,102;143,352;140,848;61,252;20,222;19,446;584,918;1,006;204,41;69,4;1,042;133,096;0,71;0,292;0,1;0,094;434,978;398,466;166,268;61,294;54,462;"1"
"17";366,108;0,946;207,276;68,2;0,974;133,06;0,726;0,23;0,11;0,12;275,658;267,772;74,862;44,28;41,242;267,904;0,928;196,056;68,2;0,982;129,59;0,688;0,252;0,096;0,112;187,702;185,516;70,766;23,254;25,112;"1"
