"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";443,874;1,09;216,87;73,2;1,114;140,786;0,756;0,318;0,104;0,098;342,428;300,008;135,758;47,78;45,162;1436,886;1,066;222,898;71,4;1,138;142,872;0,786;0,246;0,128;0,106;1138,946;995,346;330;191,376;158,646;"0"
"2";557,546;1,296;263,164;78;1,46;168,77;0,924;0,296;0,154;0,102;539,582;372,84;154,072;97,008;60,166;1029,512;1,16;220,474;76,2;1,198;140,178;0,778;0,308;0,108;0,09;798,062;673,428;294,314;120,97;96,726;"1"
"3";2618,878;1,098;228,282;71,2;1,172;146,034;0,804;0,222;0,132;0,11;2261,77;1812,42;502,384;417,042;316,54;867,458;1,018;211,28;69;1,074;136,206;0,74;0,24;0,114;0,098;657,476;604,868;188,494;110,478;91,582;"1"
"4";1091,142;1,05;214,746;70,6;1,116;138,408;0,754;0,264;0,104;0,096;853,352;740,82;266,216;130,96;109,3;991,194;1,068;225,696;71,6;1,146;142,4;0,794;0,256;0,122;0,104;790,616;688,352;241,378;131,472;112,368;"1"
"5";1449,606;0,998;205,872;69,2;1,104;131,914;0,722;0,288;0,094;0,086;1086,826;915,062;353,724;142,86;113,884;1030,79;0,96;215,812;65,8;1,106;134,996;0,752;0,276;0,118;0,1;784,568;703,864;296,69;129,848;101,544;"1"
"6";1517,668;1,04;203,66;71,4;1,072;130,02;0,724;0,282;0,106;0,1;1113,584;1010,9;414,646;163,232;144,156;1724,936;1,086;217,596;73;1,148;139,778;0,762;0,28;0,11;0,09;1380,172;1170,264;469,318;224,242;167,824;"1"
"7";969,078;1,116;222,968;72,8;1,176;144,622;0,786;0,276;0,118;0,092;759,636;645,956;268,714;114,21;84,984;1045,59;1,044;213,018;70,8;1,094;138,108;0,752;0,26;0,122;0,104;784,716;718,034;269,82;129,26;107,744;"0"
"8";807,322;1,094;214,134;74,2;1,132;138,396;0,766;0,266;0,118;0,096;616,868;543,596;203,53;98,032;78,406;997,288;1,008;195,864;70,2;1,04;126,33;0,686;0,296;0,094;0,102;802,342;665,94;236,328;136,846;116,218;"0"
"9";2854,18;1,15;228,972;74,6;1,252;145,856;0,81;0,286;0,12;0,084;2405,184;1872,156;735,582;400,548;274,608;1570,844;1,056;219,68;71,6;1,132;140,644;0,768;0,282;0,112;0,098;1205,656;1058,716;443,422;166,12;143,58;"1"
"10";1311,914;1,04;215,28;72,2;1,106;137,87;0,764;0,25;0,114;0,1;1009,412;902,9;295,392;161,812;136,366;1114,634;1,068;216,738;71,8;1,122;139,936;0,764;0,268;0,108;0,094;907,622;763,312;231,478;164,288;116,874;"0"
