"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";414,65;0,938;205,02;68,4;0,964;132,346;0,714;0,238;0,106;0,116;309,662;303,58;89,776;49,24;46,046;519,938;1,082;203,562;74;1,096;130,308;0,714;0,306;0,09;0,078;411,49;342,052;161,01;56,03;42,776;"0"
"2";1098,134;0,992;211,508;67,4;1,12;135,274;0,742;0,274;0,1;0,096;834,818;724,204;285,286;111,08;96,222;846,94;1,062;219,528;72;1,108;139,222;0,772;0,276;0,11;0,1;677,412;594,11;219,122;108,954;93,374;"1"
"3";1287,798;1,098;222,478;73,2;1,182;141,17;0,79;0,25;0,116;0,092;1086,808;876,598;285,764;189,742;138,008;684,578;1,052;212,63;72;1,062;136,644;0,744;0,292;0,11;0,104;512,698;483,166;199,178;77,884;73,438;"1"
"4";1185,988;1,006;212,75;70,6;1,086;136,876;0,746;0,272;0,11;0,1;863,66;796,638;335,284;113,516;104,812;1323,35;1,026;211,036;72;1,094;134,11;0,732;0,258;0,12;0,102;1058,424;884,132;313,928;190,85;144,644;"0"
"5";728,204;1,016;208,78;70,2;1,05;135,574;0,734;0,252;0,104;0,1;555,124;509,798;172,684;84,61;78,006;1877,366;1,066;210,926;73;1,092;134,89;0,74;0,28;0,104;0,096;1482,938;1296,39;494,32;247,796;206,576;"1"
"6";645,65;0,998;209,76;70;1,014;134,838;0,73;0,242;0,124;0,12;480,076;468,918;151,276;89,596;80,2;1699,52;1,068;211,99;72,6;1,122;137,924;0,75;0,254;0,106;0,098;1298,07;1131,15;405,54;203,886;177,602;"0"
"7";1528,188;1,156;225,72;75,2;1,226;147,08;0,788;0,312;0,104;0,082;1126,236;953,552;533,29;128,07;98,94;465,472;0,976;197,576;70,2;0,966;129,158;0,692;0,278;0,098;0,108;326,932;331;127,324;46,342;44,146;"1"
"8";581;1,01;211,036;69;1,044;136,944;0,742;0,266;0,096;0,1;429,938;401,95;154,226;53,114;53,398;1011,47;1,02;202,092;71,6;1,05;132,064;0,71;0,28;0,094;0,086;809,756;685,08;246,952;134,664;105,006;"0"
"9";1092,824;0,984;202,846;67,8;1,024;133,318;0,718;0,214;0,106;0,102;724,142;732,256;301,502;75,032;77,204;2092,872;1,118;225,974;73,4;1,182;144,034;0,796;0,252;0,126;0,102;1781,354;1423,596;464,92;324,146;234,93;"0"
"10";540,89;0,986;202,354;71;0,984;132,23;0,702;0,276;0,102;0,1;384,864;388,204;135,394;60,892;58,242;766,926;1,004;210,91;69;1,078;136,598;0,748;0,218;0,112;0,102;572,39;529,39;156,104;87,21;78,212;"0"
"11";520,342;0,882;201,54;62,4;0,98;130,244;0,7;0,246;0,094;0,096;396,184;369,222;114,116;71,322;67,926;527,816;0,98;203,358;70,2;1,004;133,086;0,714;0,264;0,104;0,102;385,766;367,47;130,17;58,076;52,22;"0"
"12";917,826;1,102;222,638;72,2;1,152;144,178;0,774;0,262;0,124;0,1;724,17;613,298;229,064;117,496;94,312;896,634;1,036;208,382;72,2;1,048;133,088;0,716;0,316;0,106;0,096;615,726;597,792;332,47;75,188;69,86;"1"
"13";1175,352;1,06;215,322;72,4;1,09;139,394;0,756;0,28;0,1;0,09;919,6;816,822;294,976;138,986;113,312;434,456;1,028;206,654;70,6;1,064;132,644;0,73;0,27;0,1;0,11;325,11;297,554;114,51;45,348;46,75;"0"
