"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";224,702;1,012;200,616;74;1,014;130,912;0,708;0,328;0,106;0,1;169,214;155,122;61,47;25,364;22,926;352,404;0,992;202,032;71,6;1,016;133,79;0,704;0,254;0,1;0,104;254,79;240,018;93,464;32,102;31,198
"2";1338,952;1,026;210,422;71,8;1,084;133,924;0,732;0,272;0,12;0,108;1069,594;895,396;317,13;192,82;147,236;1110,36;1,14;219,494;73,6;1,17;138,62;0,764;0,26;0,122;0,094;867,534;719,108;272,966;138,954;104,798
"3";1298,312;1,1;222,266;73,4;1,184;141,12;0,788;0,252;0,116;0,092;1095,508;883,298;288,902;192,044;139,622;1043,208;0,996;202,478;71,2;0,994;131,8;0,702;0,292;0,1;0,102;840,492;736,406;249,59;157,502;131,426
"4";460,922;1,026;202,878;71,8;1,046;133,146;0,712;0,266;0,096;0,094;333,712;315,78;111,178;50,27;44,772;712,014;0,994;204,766;70,6;1,024;130,466;0,72;0,282;0,112;0,1;658,514;528,17;142,344;143,358;98,886
"5";1116,16;1;211,638;68,2;1,118;135,44;0,742;0,278;0,098;0,094;851,806;737,63;290,456;114,788;98,32;723,15;1,108;234,29;73;1,198;145,926;0,818;0,24;0,142;0,11;623,48;494,322;148,58;124,184;84,628
"6";652,942;0,998;209,562;70;1,012;134,75;0,73;0,244;0,122;0,118;484,242;473,464;155,876;89,736;80,576;1396,044;1,088;221,486;72,8;1,15;143,386;0,776;0,266;0,118;0,1;1118,342;955,042;355,39;185,352;140,02
"7";322,098;0,982;202,476;70,6;0,986;133,388;0,706;0,27;0,086;0,106;227,192;227,66;90,992;27,67;30,292;888,818;1,014;210,302;69,4;1,082;135,574;0,742;0,25;0,112;0,102;660,24;604,664;228,502;98,606;87,756
"8";599,8;1,004;209,896;69,2;1,038;136,334;0,736;0,266;0,098;0,1;441,744;416,33;159,692;55,784;55,348;1205,91;1,056;214,75;72,4;1,086;139,062;0,754;0,282;0,102;0,09;939,728;838,022;304,128;143,092;116,898
"9";925,14;1,044;214,788;70,8;1,106;138,862;0,758;0,252;0,126;0,104;695,07;634,996;241,912;115,668;93,744;934,662;1,118;225,07;72,8;1,19;146,008;0,788;0,276;0,122;0,092;733,232;623,578;258,794;108,53;79,092
"10";2523,13;1,09;227,798;70,8;1,156;145,668;0,8;0,218;0,132;0,112;2168,834;1754,544;480,98;399,51;307,5;824,458;0,988;210,366;67,4;1,082;136,01;0,742;0,238;0,11;0,094;616,706;567,292;187,784;95,832;79,912
"11";624,548;0,97;200,304;69,2;0,968;131,594;0,698;0,276;0,098;0,112;451,59;444,05;185,672;65,206;68,52;921,212;1,032;207,56;72;1,044;132,654;0,714;0,312;0,108;0,098;631,734;616,222;338,8;77,836;73,362
"12";944,45;1,014;207,268;70,8;1,034;133,684;0,724;0,256;0,102;0,1;691,99;658,084;239,888;98,988;94,884;883,896;1,01;207,236;70,2;1,062;133,61;0,736;0,252;0,094;0,084;635,41;613,384;228,478;80,316;69,784
"13";769,094;1,006;207,912;69,4;1,056;134,738;0,728;0,24;0,106;0,1;567,128;531,688;182,99;85,562;77,966;930,25;1,014;219,208;69;1,078;139,75;0,764;0,268;0,118;0,108;717,422;646,292;246,16;102,182;89,88
"14";446,354;1,022;211,878;70,2;1,056;137,394;0,744;0,254;0,12;0,104;339,11;316,906;111,074;60,392;50,304;464,89;0,928;201,516;68;0,958;131,38;0,702;0,244;0,11;0,122;335,098;327,232;101,672;48,566;45,342
"15";507,74;0,982;206,32;70,2;0,988;133,134;0,712;0,274;0,118;0,116;373,742;370,04;126,352;71,266;64,514;1549,488;1,162;225,794;75,4;1,226;147,14;0,786;0,312;0,106;0,078;1143,998;964,342;540,234;130,494;100
"16";538,27;0,974;198,176;69,8;0,958;128,73;0,688;0,29;0,102;0,116;369,128;378,818;176,736;50,254;55,96;1041,028;1,024;201,986;71,6;1,05;132,082;0,71;0,284;0,094;0,086;830,838;704,504;255,568;137,434;107,988
"17";1719,468;1,026;204,688;70,6;1,046;133,084;0,706;0,268;0,098;0,086;1245,902;1147,856;435,404;172,494;137,168;1838,148;1,092;225,81;72,6;1,166;143,546;0,79;0,252;0,122;0,108;1487,616;1239,268;407,038;272,218;209,04
"18";1371,292;1,032;215,66;71,6;1,052;138,444;0,742;0,29;0,122;0,11;1039,418;955,912;449,858;155,16;135,854;612,564;0,994;207,966;69,8;1,06;133,244;0,73;0,258;0,112;0,1;466,228;412,934;148,232;79,188;61,232
"19";1582,156;0,99;214,446;68,2;1,078;135,714;0,752;0,228;0,122;0,112;1210,904;1108,048;344,738;206,94;170,544;1761,024;1,068;211,754;72,8;1,12;137,8;0,75;0,254;0,106;0,098;1349,854;1169,662;414,938;213,334;183,954
"20";935,018;1,1;222,01;72,2;1,15;143,874;0,774;0,264;0,122;0,1;736,15;624,476;232,176;119,348;95,528;273,542;0,948;198,312;68,4;0,968;127,964;0,692;0,302;0,098;0,11;188,266;188,86;73,126;20,768;19,95
"21";1192,2;1,066;204,804;73,2;1,102;132,558;0,724;0,276;0,094;0,076;900,946;793,036;276,254;134,76;102,942;1706,552;1,044;204,146;72,8;1,052;133,48;0,712;0,308;0,088;0,086;1211,428;1117,942;593,864;143,564;120,318
"22";491,69;1,008;214,926;70,6;1,034;139,556;0,752;0,246;0,12;0,112;374,274;351,596;114,35;57,322;50,49;1004,404;0,946;216,38;65;1,104;134,902;0,756;0,274;0,118;0,102;764,176;685,632;288,926;125,496;97,212
"23";1246,952;1,122;221,936;74,4;1,214;140,328;0,774;0,304;0,108;0,086;995,068;781,488;371,18;138,59;100,898;1948,852;1,108;231,746;72,4;1,242;146,958;0,812;0,298;0,122;0,092;1652,642;1280,014;570,146;268,406;168,958
"24";753,84;1,09;213,71;74;1,12;137,974;0,762;0,264;0,118;0,096;575,376;511,358;187,584;92,166;73,756;625,524;0,99;210,134;70;1,014;135,37;0,734;0,28;0,116;0,112;483,242;463,63;161,308;89,372;79,91
"25";1375,5;0,99;206,658;68,6;1,102;132,224;0,724;0,286;0,092;0,086;1028,174;868,812;335,962;133,862;106,89;804,948;1,038;198,594;72,2;1,074;127,538;0,708;0,28;0,086;0,082;600,12;525,466;206,818;78,252;57,424
"26";1061,302;1,092;220,888;72,2;1,166;142,408;0,776;0,264;0,122;0,11;858,02;713,268;250;148,636;126,384;528,544;0,988;204,066;70,4;1,006;133,548;0,718;0,266;0,106;0,104;386,214;367,73;131,3;57,876;52,138
"27";804,948;1,038;198,594;72,2;1,074;127,538;0,708;0,28;0,086;0,082;600,12;525,466;206,818;78,252;57,424;680,396;1,044;205,836;72;1,06;133,344;0,724;0,278;0,104;0,094;538,668;463,406;170,5;88,838;68,962
"28";1580,454;1,046;219,132;71;1,108;140,562;0,758;0,278;0,112;0,104;1224,096;1087,502;415,298;197,976;172,434;1453,924;1,064;222,444;72;1,196;139,314;0,782;0,238;0,132;0,1;1196,6;961,322;306,184;236,808;165,696
