"";"x"
"1";"https://www.vlr.gg/235554/funplus-phoenix-vs-tyloo-champions-tour-2023-champions-china-qualifier-ubqf"
"2";"https://www.vlr.gg/235555/edward-gaming-vs-weibo-gaming-champions-tour-2023-champions-china-qualifier-ubqf"
