"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1191,57;1,004;210,576;70,6;1,07;136,054;0,74;0,272;0,106;0,096;863,808;801,402;335,792;112,564;104,564;756,256;1,084;229,966;72,4;1,166;143,758;0,802;0,242;0,14;0,11;643,606;521,704;155,242;131,102;92,174;"1"
"2";739,086;1,138;221,664;75,6;1,196;143,688;0,782;0,308;0,118;0,096;586,728;483,778;223,216;91,57;70,008;504,82;1,162;224,166;76;1,238;144,838;0,802;0,304;0,112;0,086;393,376;331,188;148,644;54,984;44,412;"1"
"3";1476,858;1,086;210,48;74,4;1,1;136,426;0,742;0,3;0,098;0,096;1169,442;989,026;416,678;175,246;146,252;1355,602;1,148;226,77;75,2;1,216;145,756;0,804;0,268;0,13;0,092;1160,374;918,268;314,828;219,654;148,304;"0"
"4";472,5;1,062;212,024;72,6;1,092;138,254;0,748;0,272;0,112;0,1;358,502;323,128;122,218;61,256;49,396;396,906;0,948;189,398;69,6;0,952;123,61;0,672;0,272;0,098;0,104;283,616;279,964;115,566;47,536;45,254;"0"
"5";711,578;1,074;210,41;72,6;1,094;136,542;0,734;0,314;0,108;0,096;553,042;479,362;207,29;95,646;72,836;625,442;1,028;205,634;72,2;1,056;134,014;0,728;0,264;0,106;0,096;463,048;434,766;148;72,896;64,746;"1"
"6";1014,3;1,084;205,202;74;1,128;134,968;0,734;0,278;0,094;0,084;741,162;642,502;271,286;85,7;75,038;895,432;1,058;205,566;73,8;1,082;133,692;0,73;0,288;0,102;0,096;661,482;590,678;274,698;86,954;79,49;"1"
"7";863,216;1,13;228,13;74;1,198;148,266;0,814;0,262;0,116;0,106;745,766;590,366;194,792;126,938;96,142;385,234;1,032;199,132;71,8;1,01;129,658;0,702;0,33;0,096;0,086;270,896;268,976;135,218;39,734;32,998;"0"
"8";724,858;1,084;210,676;74;1,08;137,708;0,728;0,334;0,096;0,088;523,306;480,802;233,51;66,93;55,868;647,776;1,04;206,26;72,6;1,042;134,44;0,722;0,308;0,098;0,094;470,514;441,316;198,57;62,076;56,122;"0"
"9";597,932;1,068;216,08;73,6;1,11;140,588;0,764;0,31;0,116;0,104;449,806;411,472;177,368;72,608;68,41;1012,802;1,096;218,312;74;1,15;142,742;0,772;0,266;0,118;0,104;761,952;675,03;276,43;105,57;92,346;"0"
"10";1606,092;1,096;229,012;72,8;1,158;147,33;0,796;0,328;0,114;0,102;1261,022;1082,084;556,694;165,496;136,744;1236,792;1,072;222,672;72,4;1,184;141,398;0,776;0,256;0,128;0,102;991,844;803,764;282,758;185,214;138,73;"0"
"11";2089,388;1,122;232,79;72,8;1,236;147,688;0,816;0,3;0,12;0,092;1766,914;1390,568;607,742;283,51;191,154;1382,576;1,108;218,614;73,8;1,184;139,012;0,76;0,3;0,108;0,088;1084,034;871,566;399,594;154,718;116,548;"0"
