"";"x"
"1";"https://www.vlr.gg/187105/blue-bees-esp-vs-crest-gaming-zst-challengers-league-japan-split-2-usf"
"2";"https://www.vlr.gg/188309/hike-digital-esports-vs-boom-esports-challengers-league-indonesia-split-2-r1"
"3";"https://www.vlr.gg/188310/bigetron-arctic-vs-le-crapaud-challengers-league-indonesia-split-2-r1"
"4";"https://www.vlr.gg/187107/next-esports-vs-system-e-sports-challengers-league-japan-split-2-usf"
"5";"https://www.vlr.gg/188311/arf-team-vs-dewa-united-esports-challengers-league-indonesia-split-2-r1"
"6";"https://www.vlr.gg/173216/team-heretics-vs-fut-esports-champions-tour-2023-emea-league-w1"
"7";"https://www.vlr.gg/173217/team-liquid-vs-team-vitality-champions-tour-2023-emea-league-w1"
"8";"https://www.vlr.gg/185982/disguised-vs-tsm-challengers-league-north-america-lr1"
"9";"https://www.vlr.gg/183554/sunxet-club-fem-vs-globant-emerald-team-game-changers-2023-latin-america-split-1-round-robin"
"10";"https://www.vlr.gg/185983/faze-clan-vs-g2-esports-challengers-league-north-america-lr1"
"11";"https://www.vlr.gg/183567/firepower-vs-akave-girls-game-changers-2023-latin-america-split-1-round-robin"
