"";"x"
"1";"https://www.vlr.gg/209027/dplus-esports-vs-maru-gaming-world-cyber-games-challengers-league-korea-split-2-uf"
"2";"https://www.vlr.gg/181475/oasis-gaming-vs-gamelab-alpha-challengers-league-philippines-split-2-playoffs-ubsf"
"3";"https://www.vlr.gg/209031/slt-seongam-vs-incheon-on-sla2ers-world-cyber-games-challengers-league-korea-split-2-lr2"
"4";"https://www.vlr.gg/213133/oblivion-force-vs-roa-esports-challengers-league-taiwan-hong-kong-split-2-lr1"
"5";"https://www.vlr.gg/197717/enigma-gaming-vs-teo-teo-teo-challengers-league-malaysia-singapore-split-2-lr1"
"6";"https://www.vlr.gg/181476/naos-vs-action-ph-challengers-league-philippines-split-2-playoffs-ubsf"
"7";"https://www.vlr.gg/213134/utt-esports-vs-s2-esports-challengers-league-taiwan-hong-kong-split-2-lr1"
"8";"https://www.vlr.gg/197718/x10-esports-vs-bikini-bottom-pratahouse-challengers-league-malaysia-singapore-split-2-lr1"
"9";"https://www.vlr.gg/213200/fut-esports-vs-team-vitality-champions-tour-2023-emea-league-lr1"
"10";"https://www.vlr.gg/213199/natus-vincere-vs-giants-gaming-champions-tour-2023-emea-league-lr1"
"11";"https://www.vlr.gg/189057/furia-vs-nrg-esports-champions-tour-2023-americas-league-lr1"
"12";"https://www.vlr.gg/189056/cloud9-vs-leviat-n-champions-tour-2023-americas-league-lr1"
