"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1445,156;1,062;211,54;73,2;1,118;134,54;0,746;0,264;0,104;0,094;1125,42;971,796;334,548;174,882;141,686;1164,27;1,048;215,026;72,2;1,1;136,428;0,758;0,266;0,102;0,092;894,088;805,592;290,528;128,41;109,626;"0"
"2";1158,75;1,056;221,548;72,6;1,084;141,642;0,768;0,29;0,128;0,116;944,324;838,474;283,542;184,916;153,784;858,8;1,092;224,83;73;1,146;144,812;0,788;0,258;0,12;0,106;692,084;594,304;197,308;114,584;96,762;"1"
"3";898,494;1,092;230,884;71,2;1,166;146,264;0,808;0,226;0,138;0,124;728,728;634,512;213,894;128,392;116,58;1085,226;1,042;201,838;73,4;1,056;128,196;0,71;0,332;0,106;0,096;746,548;751,66;291,096;113,474;102,77;"0"
"4";459,788;0,906;186,962;67;0,898;122,234;0,644;0,262;0,092;0,09;330,04;336,088;106,5;54,874;53,342;277,66;0,958;199,724;71,4;0,962;130,872;0,69;0,27;0,11;0,098;201,57;200,498;72,03;34,138;28,242;"0"
"5";1366,32;1,072;218,674;72;1,13;140,346;0,77;0,288;0,114;0,108;1135,808;958,828;349,518;208,476;167,02;583,606;0,972;203,398;69,2;0,97;131,292;0,698;0,292;0,094;0,102;421,898;421,088;167,538;59,062;57,966;"1"
"6";1678,67;1,028;216,604;70,4;1,114;138,384;0,758;0,288;0,118;0,1;1292,86;1155,778;472,444;220,772;178,268;496,522;1,042;217,898;70,2;1,104;141,02;0,764;0,254;0,12;0,11;383,95;348,662;101,928;75,47;60,994;"1"
"7";594,444;1,08;215,1;73,2;1,112;140,112;0,75;0,304;0,104;0,1;435,71;400,96;198,364;59,284;56,242;169,152;0,982;197,372;70,8;0,98;128,47;0,69;0,3;0,096;0,102;121,682;118,004;50,486;17,484;17,438;"1"
"8";1876,646;1,09;219,3;73,4;1,138;140,478;0,762;0,288;0,114;0,098;1455,624;1242,248;517,398;232,91;186,218;530,926;1,016;217,564;71;1,022;139,734;0,752;0,298;0,112;0,114;413,156;408,174;138,538;77,712;81,38;"0"
"9";973,706;1,156;236,33;74,2;1,208;150,996;0,824;0,28;0,142;0,114;834,702;680,882;242,628;160,354;125,038;897,05;1,046;208,078;73;1,062;134,068;0,732;0,294;0,098;0,092;669,936;627,506;242,37;102,51;88,756;"1"
"10";2077,3;1,028;203,284;71,2;1,04;132,796;0,708;0,282;0,082;0,076;1456,18;1375,742;640,566;152,3;138,702;388,948;1,006;203,284;70,6;0,98;132,606;0,696;0,326;0,1;0,106;277,826;279,716;125,032;40,586;41,276;"1"
"11";536,03;1,01;206,258;71;1,012;134,228;0,714;0,302;0,102;0,088;402,072;372,34;146,138;64,888;51,1;421,294;1,006;208,466;71,4;1,008;136,076;0,724;0,294;0,106;0,102;312,954;301,734;118,836;49,484;43,594;"1"
"12";863,298;1,022;210,134;69,4;1,08;135,888;0,738;0,24;0,11;0,094;648,326;594,414;198,274;103,136;84,726;1124,816;1,06;209,904;72,8;1,094;134,372;0,736;0,278;0,102;0,09;857,038;749,836;271,802;136,044;108,688;"0"
"13";436,792;1,136;216,998;75,2;1,218;138,822;0,764;0,338;0,114;0,092;345,556;277,548;128,32;52,248;40,188;478,498;1,058;214,614;72,8;1,156;138,406;0,768;0,242;0,122;0,1;362,046;318,502;115,138;52,436;45,846;"1"
"14";552,898;0,94;193,23;69,8;0,926;126,416;0,664;0,29;0,102;0,114;390,158;401,982;141,858;70,898;66,792;435,146;0,966;197,996;70,8;0,98;131,728;0,69;0,254;0,096;0,108;313,3;299,124;108,996;38,592;38,182;"1"
"15";562,322;1,052;212,44;72,4;1,08;134,052;0,752;0,316;0,104;0,102;430,27;398,388;163,446;66,876;61,392;502,814;0,996;212,552;70;1,03;138,942;0,748;0,23;0,12;0,12;415,436;366,078;92,446;78,846;66,182;"1"
"16";1053,836;1,046;220,932;72,4;1,106;142,158;0,778;0,24;0,126;0,108;863,41;738,674;209,164;160,196;127,546;563,732;1,042;209,658;72,6;1,062;136,112;0,738;0,264;0,108;0,102;425,902;394,554;127,372;72,362;61,7;"1"
"17";1458,85;1,098;220,706;73,2;1,154;142,948;0,776;0,272;0,118;0,098;1169,26;994,162;373,49;193,532;145,392;1253,328;0,998;205,834;70,2;1,01;133,7;0,718;0,286;0,1;0,106;922,112;888,638;332,48;141,104;134,346;"0"
"18";1279,456;1,044;215,926;72,2;1,11;138,24;0,764;0,25;0,114;0,1;986,452;881,16;287,7;158,108;132,492;1845,488;1,074;211,684;73;1,128;137,708;0,75;0,26;0,104;0,098;1421,038;1223,136;434,496;225,284;192,464;"1"
"19";2848,382;1,148;228,972;74,6;1,25;145,824;0,81;0,284;0,116;0,086;2399,976;1869,07;731,862;398,944;273,014;2982,576;1,118;218,1;74;1,19;141,338;0,774;0,27;0,106;0,084;2381,226;1946,122;736,366;336,736;265,396;"1"
"20";1532,736;1,052;219,86;71,4;1,132;140,702;0,77;0,276;0,114;0,1;1177,14;1034,326;431,13;161,684;140,1;2285,992;1,062;218,396;71,6;1,128;140,612;0,766;0,274;0,106;0,096;1795,614;1531,798;644,738;236,456;196,242;"0"
"21";1389,392;1,034;208,392;70,6;1,076;134,906;0,72;0,288;0,106;0,104;1022,564;916,28;446,412;135,762;126,988;878,254;1,044;219,136;71;1,13;138,144;0,768;0,296;0,12;0,102;731,416;614,45;226,752;137,66;97,172;"1"
