"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";845,768;0,932;200,086;65,4;1,024;127,842;0,698;0,266;0,104;0,094;646,946;564,836;227,486;99,258;79,01;878,154;1,042;205,678;71,6;1,072;133,43;0,712;0,314;0,096;0,092;616,724;555,73;318,18;66,26;53,102;"1"
"2";683,204;0,908;207,576;63,8;1,06;133,594;0,724;0,274;0,096;0,098;503,916;444,614;184,114;62,062;54,978;888,758;1,036;224,314;71,2;1,112;143,632;0,778;0,304;0,124;0,112;723,196;606,304;231,546;117,084;95,282;"0"
"3";958,606;1,002;210,594;69,8;1,082;135,996;0,738;0,284;0,104;0,092;709,65;613,36;272,446;74,03;62,32;857,782;1,052;220,984;72,8;1,104;142,924;0,772;0,27;0,112;0,098;700,396;593,114;191,298;119,08;94,258;"1"
"4";1568,748;1,072;223,89;72,4;1,142;141,876;0,776;0,256;0,124;0,108;1250,938;1050,902;391,302;216,64;177,618;975,52;1,016;212,058;71;1,05;137,138;0,736;0,284;0,108;0,094;710,802;665,988;307,268;90,586;78,798;"1"
"5";985,81;1,05;222,696;72;1,076;141,92;0,772;0,28;0,13;0,12;806,816;725,776;231,892;163,552;135,674;204,412;1,02;210,462;71,8;1,018;138,784;0,73;0,32;0,1;0,102;150,546;147,638;64,074;21,466;20,47;"1"
"6";827,834;1,028;210,03;72,2;1,044;134,232;0,732;0,29;0,106;0,104;620,584;585,382;229,574;93,744;84,18;1013,262;1,03;200,168;72,6;1,054;129,01;0,708;0,278;0,1;0,09;696,432;695,444;268,99;103,832;93,114;"1"
"7";469,484;1,02;205,374;72;1,08;133,49;0,722;0,292;0,088;0,082;335,988;314,632;135,888;37,92;33,156;320,446;0,968;190,796;70,4;1,026;121,158;0,678;0,292;0,09;0,084;229,604;237,482;59,452;43,124;39,01;"1"
"8";1577,242;1,018;216,154;70,2;1,108;137,892;0,754;0,28;0,118;0,1;1212,784;1091,57;432,624;208,002;169,402;1388,134;1,002;209,048;70,4;1,048;135,082;0,724;0,312;0,092;0,096;977,618;935,288;438,492;109,524;105,08;"1"
"9";463,072;1,018;201,386;71,2;1,032;130,944;0,712;0,252;0,11;0,11;340,52;318,734;106,442;57,53;49,376;494,926;1,066;214,892;72,4;1,094;139,818;0,752;0,298;0,104;0,1;352,668;334,396;174,97;43,834;42,632;"1"
"10";956,774;1,144;236,63;73,6;1,196;151,162;0,824;0,27;0,142;0,118;821,436;675,552;228,386;158,836;125,92;899,052;1,072;226,35;72;1,13;143,286;0,794;0,25;0,128;0,116;722,094;630,954;222,556;121,216;108,954;"1"
"11";1639,204;1,002;210,816;68,4;1,122;133,108;0,74;0,25;0,112;0,094;1239,312;1079,966;366,65;207,836;166,788;804,848;1,096;235,434;69,4;1,216;150,55;0,83;0,22;0,156;0,122;719,154;544,258;146,336;154,708;108,192;"0"
"12";2083,104;1,08;211,94;73,6;1,104;137,172;0,744;0,3;0,11;0,094;1543,952;1383,086;643,64;216,28;173,34;1687,444;1,014;216,15;69,8;1,056;139,482;0,748;0,27;0,114;0,112;1279,366;1174,502;488,346;195,488;185,606;"0"
"13";1518,496;1,158;225,814;75;1,224;147,138;0,788;0,314;0,102;0,084;1117,08;948,546;531,036;126,848;98,028;912,884;1,114;223,632;72,8;1,158;144,704;0,78;0,262;0,122;0,1;722,468;608,426;228,926;117,358;93,358;"1"
"14";1772,908;1,088;226,01;72,4;1,158;143,618;0,792;0,248;0,122;0,11;1432,408;1198,836;392,856;262,212;201,764;844,192;1,06;217,506;71;1,136;140,604;0,766;0,25;0,13;0,104;641,068;574,902;218,682;107,408;84,124;"1"
"15";916,814;1,046;216,698;70,2;1,124;139,484;0,766;0,244;0,106;0,102;727,46;630,232;210,382;112,974;96,278;418,054;1,028;207,318;70,4;1,062;133,136;0,73;0,268;0,102;0,112;314,126;286,462;109,362;43,638;44,848;"1"
"16";1403,068;1,02;216,982;69,6;1,116;140,29;0,762;0,242;0,11;0,094;1161,084;971,906;294,386;211,04;161,424;1907,41;1,03;210,388;71;1,126;134,69;0,738;0,288;0,104;0,088;1361,236;1208,852;621,962;153,988;114,74;"0"
"17";1006,686;0,946;217,108;64,2;1,11;135,018;0,762;0,276;0,118;0,104;767,794;687,506;286,648;126,826;98,578;447,512;1,014;216,684;70,6;1,038;140,458;0,758;0,242;0,122;0,114;342,688;319,094;103,482;52,264;44,758;"1"
"18";1694,322;1,092;219,95;73,2;1,16;141,076;0,77;0,28;0,118;0,09;1362,15;1151,078;460,55;221,102;163,132;1342,03;1,034;204,078;70,8;1,07;129,812;0,726;0,274;0,108;0,102;989,188;897,49;360,504;145,108;127,49;"0"
"19";1284,766;1,098;222,1;72;1,158;142,036;0,778;0,294;0,116;0,104;1006,716;864,924;362,742;152,084;135,17;675,498;1,066;213,04;73;1,108;137,458;0,748;0,268;0,118;0,106;515,792;455,48;155,432;81,178;69,278;"0"
"20";386,91;0,998;207,706;70,6;1,02;135,476;0,726;0,284;0,1;0,108;283,71;274,138;100,296;42,78;42,564;817,114;1,048;218,822;70,6;1,086;137,852;0,766;0,26;0,132;0,116;636,612;556,106;226,218;104,526;81,574;"1"
"21";1007,19;1,036;218,502;71,6;1,064;141,466;0,748;0,31;0,108;0,102;747,602;691,226;381,376;104,994;98,236;413,514;0,98;218,788;67,8;1,056;138,73;0,752;0,27;0,116;0,106;316,414;295,404;105,99;48,758;41,854;"0"
