"";"x"
"1";"https://www.vlr.gg/209032/maru-gaming-vs-slt-seongam-world-cyber-games-challengers-league-korea-split-2-lf"
"2";"https://www.vlr.gg/181477/action-ph-vs-zol-esports-challengers-league-philippines-split-2-playoffs-lr1"
"3";"https://www.vlr.gg/216300/twokay-vs-team-big-baam-challengers-league-vietnam-split-2-d14"
"4";"https://www.vlr.gg/216301/lazy-vs-fancy-united-esports-challengers-league-vietnam-split-2-d14"
"5";"https://www.vlr.gg/181478/gamelab-alpha-vs-mvp-esports-challengers-league-philippines-split-2-playoffs-lr1"
"6";"https://www.vlr.gg/197719/bleed-vs-kizuna-esports-challengers-league-malaysia-singapore-split-2-uf"
"7";"https://www.vlr.gg/197720/enigma-gaming-vs-x10-esports-challengers-league-malaysia-singapore-split-2-lr2"
"8";"https://www.vlr.gg/213197/fnatic-vs-team-liquid-champions-tour-2023-emea-league-ubf"
"9";"https://www.vlr.gg/213201/natus-vincere-vs-fut-esports-champions-tour-2023-emea-league-lr2"
"10";"https://www.vlr.gg/189054/loud-vs-evil-geniuses-champions-tour-2023-americas-league-ubf"
"11";"https://www.vlr.gg/189058/cloud9-vs-nrg-esports-champions-tour-2023-americas-league-lr2"
