"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";467,222;0,93;203,616;66,4;0,982;132,26;0,702;0,268;0,106;0,098;329,156;330,44;133,838;48,244;43,012;576,864;1,022;210,644;70,6;1,104;136,5;0,734;0,29;0,102;0,086;434,26;386,366;157,428;63,928;51,374
"2";285,748;1,03;212,194;71,8;1,038;140,926;0,738;0,296;0,102;0,102;215,646;207,028;80,788;33,04;31,824;383,16;0,994;205,802;70,4;1;134,66;0,716;0,286;0,106;0,094;301,73;280,75;90,924;58,304;46,082
"3";418,17;1,066;216,894;71,2;1,096;140,174;0,754;0,294;0,124;0,108;329,162;293,944;113,888;58,272;45,492;618,192;1,038;212,298;71,4;1,064;136,874;0,734;0,264;0,12;0,104;452,492;433,84;157,47;71,24;65,312
"4";438,204;1,104;215,108;74;1,192;137,688;0,756;0,306;0,112;0,092;343,486;281,282;125,52;51,188;39,854;146,898;0,994;200,264;71;1;130,234;0,698;0,298;0,098;0,104;105,384;101,868;43,948;14,804;14,864
"5";845,672;1,032;211,806;71,8;1,06;138,194;0,736;0,298;0,11;0,104;656,618;587,246;236,296;103,254;93,104;401,136;1,004;207,612;70,8;1;135,382;0,722;0,288;0,106;0,102;294,558;287,96;115,594;46,206;40,956
"6";452,782;1,018;206,718;71,2;1,08;133,59;0,728;0,264;0,102;0,094;330,968;304,694;116,398;43,536;41,024;579,08;1,078;215,28;73,2;1,108;140,222;0,752;0,306;0,102;0,1;422,902;391,934;193,946;57,372;54,62
"7";1319,076;1,11;231,422;72,6;1,236;147,252;0,808;0,28;0,126;0,1;1088,718;873,158;352,426;188,87;143,9;1744,85;1,068;215,436;72;1,118;138,538;0,76;0,288;0,106;0,092;1358,13;1181,888;457,958;204,628;167,506
"8";2603,48;1,112;229,46;73,4;1,214;144,08;0,806;0,246;0,126;0,1;2209,74;1743,39;591,072;378,576;235,264;1532,56;1,052;214,424;71,8;1,158;136,202;0,758;0,256;0,114;0,102;1180,46;992,672;382,366;170,742;140,384
"9";1111,258;1,126;224,592;73,6;1,186;143,44;0,778;0,284;0,124;0,098;900,996;726,5;280,562;152,418;108,852;1302,662;1,036;222,28;70,8;1,124;138,618;0,78;0,232;0,14;0,11;1090,426;916,802;269,478;218,456;155,764
"10";1587,416;1,102;230,208;72,8;1,166;147,922;0,8;0,33;0,116;0,102;1249,34;1067,826;553,934;162,988;134,13;1622,2;1,082;225,868;72;1,154;144,762;0,79;0,24;0,124;0,108;1345,856;1126,364;319,462;237,226;189,128
