"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";268,138;1,066;210,198;74,2;1,088;139,262;0,74;0,338;0,1;0,088;211,29;185,66;81,386;33,09;27,434;556,794;1,294;264,374;77,8;1,456;169,52;0,928;0,29;0,154;0,102;540,732;373,3;152,53;97,25;60,006
"2";407,418;1,062;211,63;74;1,086;138,716;0,744;0,304;0,092;0,09;301,972;283,922;119,5;41,762;40,216;358,388;1,036;201,378;72;1,024;130,938;0,694;0,304;0,112;0,088;262,498;243,938;104,324;47,674;35,578
"3";1257,958;1,034;209,004;71,6;1,068;133,25;0,73;0,286;0,104;0,1;970,136;874,366;306,462;160,63;139,74;261,068;1,042;204,806;73,4;1,056;134,306;0,716;0,322;0,102;0,094;204,214;177,164;67,552;31,812;24,34
"4";515,392;0,98;210,656;69;1,012;138,08;0,74;0,228;0,122;0,12;425,454;376,818;93,6;80,482;68,286;286,956;1,03;214,828;69,4;1,068;138,732;0,75;0,236;0,128;0,114;222,052;205,926;62,942;47,476;41,366
"5";946,998;0,962;194,436;70,2;0,966;128,452;0,678;0,276;0,09;0,096;646,324;661,154;224,988;96,362;100,062;845,02;1,01;211,298;68,6;1,07;136,214;0,74;0,236;0,114;0,1;640,168;588,864;182,924;105,944;88,366
"6";669,192;0,992;200,568;70,8;0,998;129,238;0,7;0,294;0,112;0,108;485,886;474,516;156,456;91,694;80,412;1379,766;1,068;218,106;72,4;1,122;140,102;0,766;0,286;0,112;0,106;1145,264;967,236;353,658;209,806;167,982
"7";508,232;0,954;200,362;68;0,984;129,732;0,698;0,26;0,1;0,1;366,302;371,114;118,926;60,296;59,216;457,134;0,992;199,128;72,2;0,992;132,232;0,698;0,274;0,09;0,094;331,194;311,698;110,656;39,932;38,596
"8";420,018;1,098;212,678;75,2;1,13;137,028;0,746;0,314;0,108;0,092;322,432;287,698;116,208;55,058;43,262;546,124;1,116;223,642;74,2;1,18;144,588;0,79;0,28;0,098;0,09;429,892;360,328;153,902;47,394;43,608
"9";980,374;1,168;221,172;76,6;1,212;140,44;0,778;0,306;0,108;0,09;761,408;638,678;276,636;115,592;91,676;646,082;1,148;216,796;75,6;1,204;139,164;0,762;0,304;0,106;0,086;469,334;401,76;193,7;64,062;52,116
"10";922,472;1,016;219,11;70,6;1,078;140,516;0,764;0,282;0,126;0,114;710,726;654,408;207,566;121,45;107,062;1724,466;1,084;217,576;73;1,146;139,8;0,76;0,28;0,11;0,09;1378,338;1171,5;469,35;223,42;168,082
"11";1451,68;1,104;221,604;72,4;1,16;142,154;0,776;0,298;0,114;0,1;1143,64;970,818;410,62;177,208;152,534;1149,048;1,066;214,018;71,8;1,112;137,474;0,75;0,268;0,108;0,094;895,584;771,934;303,9;134,932;111,248
"12";1357,146;1,068;213,09;72,8;1,12;137,622;0,754;0,274;0,114;0,104;1026,476;907,022;389,98;142,542;125,158;1579,198;1,028;206,614;71;1,046;133,06;0,722;0,276;0,106;0,102;1173,022;1087,068;413,46;181,872;159,874
"13";287,834;1,086;210,172;73,8;1,078;135,948;0,726;0,352;0,102;0,096;213,624;195,602;99,562;30,18;28,436;268,842;0,978;209,044;70,6;0,976;135,586;0,718;0,3;0,116;0,114;198,596;196,62;74,218;31,162;29,202
