"";"x"
"1";"https://www.vlr.gg/184476/talon-esports-vs-global-esports-champions-tour-2023-pacific-league-w4"
"2";"https://www.vlr.gg/195699/velocity-gaming-vs-true-rippers-challengers-league-south-asia-split-1-ubsf"
"3";"https://www.vlr.gg/192989/aym-esports-vs-rebels-gaming-challengers-league-spain-rising-split-2-r5"
"4";"https://www.vlr.gg/188564/les-petits-bouffons-vs-emasters-challengers-league-northern-europe-polaris-split-2-r3"
"5";"https://www.vlr.gg/192991/movistar-riders-vs-ramboot-club-challengers-league-spain-rising-split-2-r5"
"6";"https://www.vlr.gg/192987/team-queso-vs-zeta-gaming-challengers-league-spain-rising-split-2-r5"
"7";"https://www.vlr.gg/189081/thunderbolts-gaming-vs-fenerbah-e-esports-challengers-league-turkey-birlik-split-2-group-stage-w"
"8";"https://www.vlr.gg/192990/ucam-tokiers-vs-falcons-challengers-league-spain-rising-split-2-r5"
"9";"https://www.vlr.gg/183789/loud-vs-furia-champions-tour-2023-americas-league-w3"
"10";"https://www.vlr.gg/192988/kpi-gaming-vs-case-esports-challengers-league-spain-rising-split-2-r5"
