"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";214,312;1,192;235,976;74,8;1,306;151,364;0,836;0,274;0,138;0,1;183,032;138,038;49,82;32,13;21,06;185,068;1,142;226,592;74,2;1,216;145,17;0,798;0,308;0,126;0,096;151,546;121,56;51,392;24,634;16,984
"2";861,954;1,064;211,734;72,2;1,114;138,402;0,744;0,298;0,094;0,09;604,358;583,61;275,744;75,354;72,34;1030,068;1,032;209,522;70,2;1,064;134,142;0,732;0,268;0,106;0,088;763,622;706,568;275,986;109,854;91,628
"3";286,352;0,916;189,806;69;0,924;124,71;0,662;0,272;0,084;0,088;205,446;201,084;67,906;27,118;27,606;1567,388;1,058;207,364;72,4;1,114;134,912;0,732;0,25;0,102;0,092;1182,212;1028,234;380,1;182,384;156,222
"4";539,538;0,924;191,662;68,6;0,916;126,194;0,662;0,28;0,096;0,108;383,94;398,166;127,36;71,718;73,012;788,664;1,014;215,104;68,8;1,058;140,144;0,748;0,262;0,11;0,108;609,874;555,95;209,084;94,024;87,336
"5";968,44;0,978;212,08;68,4;1,036;137,118;0,736;0,296;0,102;0,1;733,512;682,404;284,032;101,944;91,576;826,426;1,01;222,234;69,8;1,08;142,624;0,772;0,268;0,126;0,116;649,51;587,476;175,648;113,516;98,242
"6";963,93;0,998;205,046;69;1,056;131,302;0,726;0,258;0,104;0,102;719,302;660,3;237,778;115,352;102,284;590,658;1,032;209,396;70,4;1,062;135,972;0,726;0,268;0,106;0,104;453,446;400,778;151,79;71,694;57,924
"7";1687,968;1,09;219,79;73;1,152;141,006;0,768;0,276;0,116;0,092;1357,36;1149,116;457,616;220,64;163,32;980,908;1,018;216,624;70;1,08;139,574;0,746;0,292;0,116;0,1;713,376;663,89;297,216;100,084;83,386
"8";433,364;1,012;216,968;70,6;1,04;140,576;0,76;0,242;0,12;0,114;332,288;309,2;99,886;50,058;43,446;647,82;0,99;201,906;69,4;1,038;131,708;0,71;0,246;0,088;0,086;464,588;440,108;160,02;57,27;54,5
"9";1149,436;1,052;223,086;71,2;1,14;143,274;0,786;0,224;0,122;0,1;944,572;791,52;214,864;166,854;119,422;1144,112;0,986;200,512;70,2;0,978;128,466;0,698;0,282;0,102;0,112;843,54;814,31;295,986;138,564;126,794
"10";831,55;0,994;199,048;70,8;0,98;128,918;0,686;0,28;0,096;0,094;611,672;586,344;210,036;109,702;94,848;592,168;1,034;210,614;70,2;1,124;135,374;0,744;0,254;0,096;0,082;476,682;392,614;132,766;76,912;54,96
"11";1472,856;1,002;209,244;68,8;1,12;133,09;0,732;0,27;0,096;0,086;1094,744;925,84;354,682;139,428;110,5;1386,192;1,082;222,112;72,8;1,154;143,376;0,776;0,252;0,112;0,094;1084,224;930,968;356,28;154,224;128,024
"12";1321,744;1,03;204,08;70,6;1,07;129,666;0,724;0,268;0,106;0,102;974,152;884,502;353,79;142,364;126,118;2160,288;1,026;212,31;69,4;1,1;135,534;0,738;0,264;0,122;0,1;1668,11;1470,304;574,082;307,234;233,136
"13";685,948;1,06;215,718;71,8;1,098;140,016;0,75;0,272;0,108;0,096;516,732;462,058;180,466;72,164;64,978;1138,152;0,986;195,298;70,2;1,002;124,888;0,678;0,306;0,08;0,086;797,752;751,962;366,744;87,752;84,28
"14";818,554;0,99;206,802;69,6;1,066;132,442;0,73;0,244;0,114;0,096;636,546;550,636;171,668;107,604;79,766;1005,916;0,946;217,06;64,2;1,108;134,982;0,76;0,274;0,118;0,104;768,104;687,254;285,358;126,998;98,52
"15";1330,16;1,024;216,018;71,4;1,042;138,548;0,744;0,284;0,12;0,112;1008,628;927,236;443,718;147,564;130,576;907,396;1,022;221,994;69,2;1,092;141,324;0,774;0,268;0,122;0,108;702,496;630,2;240,226;100,38;87,428
"16";1016,092;1,048;220,374;71;1,114;140,246;0,768;0,252;0,138;0,116;802,696;704,408;223,404;164,832;128,432;1168,14;1,038;209,408;70,4;1,084;134,716;0,726;0,294;0,106;0,102;857,788;766,066;395,28;107,362;95,35
