"";"x"
"1";"https://www.vlr.gg/184460/rex-regum-qeon-vs-gen-g-champions-tour-2023-pacific-league-w1"
"2";"https://www.vlr.gg/173214/fnatic-vs-giants-gaming-champions-tour-2023-emea-league-w1"
"3";"https://www.vlr.gg/173215/koi-vs-natus-vincere-champions-tour-2023-emea-league-w1"
"4";"https://www.vlr.gg/183553/9z-team-gc-vs-kr-blaze-game-changers-2023-latin-america-split-1-round-robin"
