"";"x"
"1";"https://www.vlr.gg/179458/monarch-effect-vs-invincible-gaming-fgc-valorant-invitational-2023-act-1-qualifiers-qf"
"2";"https://www.vlr.gg/179459/four-angry-men-vs-night-wings-gaming-fgc-valorant-invitational-2023-act-1-qualifiers-qf"
"3";"https://www.vlr.gg/179460/number-one-player-vs-rare-atom-fgc-valorant-invitational-2023-act-1-qualifiers-qf"
"4";"https://www.vlr.gg/179461/royal-never-give-up-vs-bilibili-gaming-fgc-valorant-invitational-2023-act-1-qualifiers-qf"
"5";"https://www.vlr.gg/167392/natus-vincere-vs-fnatic-champions-tour-2023-lock-in-s-o-paulo-sf"
