"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1533,212;1,134;227,972;74,8;1,19;146,394;0,794;0,308;0,126;0,106;1235,772;1016,322;447,808;200,982;166,316;981,022;1,086;226,188;73,2;1,154;144,792;0,79;0,286;0,12;0,104;809,604;663,856;228,414;128,552;103,292;"1"
"2";451,532;1,098;212,744;74,2;1,154;135,192;0,742;0,284;0,104;0,09;351,126;296,432;108,718;50,666;40,37;510,902;1,06;213,622;71,8;1,086;138,386;0,742;0,292;0,112;0,098;386,098;348,49;143,136;60,174;50,792;"0"
"3";1129,518;1,028;201,914;71,6;1,052;129,286;0,714;0,286;0,102;0,092;774,266;785,748;303,408;117,092;108,138;949,01;1,05;213,54;71,8;1,07;136,146;0,744;0,286;0,1;0,1;741,64;665,578;238,966;115,902;110,8;"1"
"4";548,998;1,018;217,454;71,4;1,03;139,668;0,75;0,298;0,114;0,114;428,176;420,438;143,868;79,928;83,636;1886,172;1,088;219,174;73,6;1,136;140,356;0,758;0,292;0,114;0,098;1462,198;1249,428;520,374;234,66;187,22;"0"
"5";1165,316;1,058;221,152;72,6;1,084;141,49;0,768;0,29;0,126;0,116;948,824;841,474;284,348;185,312;153,976;872,442;1,09;224,2;73;1,138;144,418;0,784;0,262;0,12;0,104;701,21;603,818;202,886;116,126;98,282;"0"
"6";2074,882;1,03;203,364;71,6;1,04;132,816;0,708;0,282;0,082;0,076;1456,038;1374,284;638,888;152,602;138,846;263,026;1,002;203,39;70,8;0,974;131,646;0,698;0,3;0,108;0,094;193,022;187,818;73,208;32,576;26,938;"0"
"7";570,522;1,034;209,118;72,6;1,058;135,796;0,736;0,264;0,108;0,102;430,152;399,67;129,194;73,214;62,682;1689,654;1,028;216,576;70,6;1,116;138,436;0,758;0,288;0,118;0,1;1301,11;1162,064;476,068;222,29;179,122;"1"
"8";1208,08;1,044;212,382;72,4;1,096;134,822;0,738;0,276;0,112;0,096;942,67;795,942;273,678;174,48;131,424;498,354;0,962;201,014;68;0,988;130;0,698;0,256;0,098;0,1;359,66;362,788;117,268;58,692;57,622;"1"
"9";511,456;0,958;204,656;68,8;0,972;132,256;0,714;0,256;0,106;0,114;378,398;373,092;119,906;60,242;58,362;505,906;0,976;210,284;69;1,012;137,834;0,738;0,228;0,122;0,12;416,23;369,524;92,386;78,838;67,124;"1"
"10";443,288;1,128;216,564;74,8;1,218;138,82;0,766;0,332;0,114;0,092;350,92;282,324;129,086;53,428;40,858;509,41;1,056;213,428;72,8;1,142;137,702;0,762;0,24;0,122;0,104;382,294;341,138;123,436;56,428;49,44;"1"
"11";456,788;1,004;201,444;71;0,982;130,684;0,7;0,29;0,102;0,102;326,932;325,2;120,896;46,21;46,266;402,462;1,002;202,966;70,4;0,974;132,342;0,698;0,324;0,1;0,104;286,66;290,228;128,72;42,002;42,914;"0"
"12";1776,442;1,014;210,528;68,8;1,118;133,332;0,742;0,256;0,112;0,096;1338,514;1173,374;398,76;227,278;182,062;1103,49;1,09;223,352;71,4;1,156;144,448;0,782;0,254;0,126;0,108;880,55;735,236;287,28;141,744;110,616;"0"
"13";708,948;1,018;209,856;70,2;1,016;136,532;0,728;0,276;0,106;0,106;547,664;511,42;179,672;99,734;87,346;1215,05;1,066;214,424;72,4;1,104;137,148;0,748;0,274;0,112;0,098;938,924;817,156;288,338;158,326;127,976;"1"
"14";432,55;1,018;202,972;72,6;1,036;135,062;0,716;0,256;0,086;0,088;313,946;294,2;102,802;38,33;36,564;583,836;1,02;215,438;70,6;1,056;138,28;0,748;0,28;0,11;0,094;442,454;420,138;159,172;66,41;57,724;"0"
"15";571,4;1,01;204,26;72;1,028;132,384;0,708;0,312;0,094;0,09;451,992;386,534;181,148;62,34;50,402;274,896;1,042;217,466;70,4;1,09;140,384;0,758;0,234;0,132;0,114;215,77;196,496;60,84;46,798;39,882;"1"
"16";803,99;1,018;208,334;71,2;1,036;134,376;0,726;0,276;0,114;0,104;593,106;568,176;226,04;101,504;87,41;1094,718;1,064;216,996;71,8;1,122;140,084;0,764;0,266;0,108;0,094;892,174;750,938;226,024;162,342;115,18;"0"
"17";1251,888;0,996;205,508;70,2;1,012;133,59;0,718;0,286;0,1;0,106;920,1;887,676;331,874;140,858;134,33;1295,19;1,04;215,496;72;1,108;137,976;0,764;0,25;0,114;0,1;998,146;890,946;290,736;159,882;134,594;"0"
"18";1785,89;1,046;209,16;72,4;1,044;135,676;0,724;0,306;0,104;0,098;1301,85;1229,408;549,14;192,878;174,352;2013,018;1,102;222,366;73,6;1,138;143,318;0,77;0,316;0,118;0,094;1489,81;1312,77;668,204;177,094;145,128;"1"
"19";2629,606;1,068;219,132;70,4;1,15;141,366;0,766;0,266;0,118;0,098;1962,884;1695,31;781,596;265,188;199,83;3092,73;1,11;215,586;73,6;1,136;138,574;0,758;0,292;0,104;0,09;2350,496;2044,606;892,804;335,746;283,986;"0"
"20";1402,4;1,032;208,308;70,6;1,078;134,856;0,72;0,288;0,104;0,102;1032,1;924,174;451,166;136,736;128,244;899,048;1,04;218,178;71,2;1,12;137,572;0,766;0,298;0,122;0,1;744,288;627,19;234,64;139,96;97,878;"1"
