"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";411,996;1,068;217,966;71,6;1,102;140,662;0,756;0,286;0,11;0,1;312,97;281,252;117,464;46,672;41,114;661,994;1,036;218,238;68,8;1,098;137,962;0,76;0,25;0,128;0,114;530,3;467,012;138,102;107,284;86,738;"1"
"2";423,302;0,936;196,094;67;0,96;126,262;0,682;0,242;0,096;0,092;296,644;305,474;99,582;45,708;43,78;722,63;1,012;208,812;70,2;1,048;135,688;0,734;0,252;0,104;0,1;550,356;506,77;170,596;83,902;77,764;"0"
"3";527,028;0,972;212,21;70,4;0,98;135,452;0,728;0,276;0,12;0,124;410,438;401,394;135,052;76,576;79,06;645,066;1,016;213,462;71,2;1,052;137,562;0,742;0,276;0,11;0,102;481,256;445,798;189,356;69,684;64,366;"1"
"4";336,452;1,112;215,608;73,6;1,18;137,308;0,754;0,282;0,108;0,09;255,338;224,684;81,068;32,162;26,41;141,44;1,132;210,054;75;1,18;138,322;0,74;0,332;0,1;0,088;106,386;88,362;41,13;14,524;12,898;"1"
"5";240,29;1,016;210,07;72,2;1,01;138,568;0,728;0,32;0,098;0,098;176,924;174,18;74,924;24,838;23,934;467,324;1,014;219,824;68;1,094;141,506;0,772;0,224;0,126;0,11;363,146;333,936;98,712;63,13;55,236;"1"
"6";1138,154;1,03;209,32;71,2;1,07;133,02;0,732;0,274;0,102;0,096;884,314;788,122;258,674;145,608;126,852;721,4;0,842;201,638;60,8;0,996;128,584;0,702;0,25;0,102;0,098;652,48;532,968;143,988;139,498;98,376;"1"
"7";368,06;1,062;210,862;73;1,114;135,46;0,734;0,3;0,112;0,106;270,246;241,552;111,434;39,668;36,486;415,782;0,996;206,492;70,2;1,066;133,37;0,728;0,254;0,106;0,096;304,18;282,94;102,174;40,882;38,224;"1"
"8";1330,622;1,064;211,592;73,2;1,118;134,162;0,746;0,26;0,104;0,094;1035,73;892,758;302,584;159,552;129,848;1024,628;1,01;211,938;70,8;1,044;137,086;0,734;0,282;0,108;0,096;748,772;701,634;320,104;97,092;83,728;"1"
"9";1006,944;1,01;211,42;69,8;1,092;136,37;0,742;0,278;0,104;0,094;746,6;645,382;285,176;79,692;67,674;678,76;1,048;216,156;72;1,088;138,59;0,766;0,22;0,132;0,116;541,42;480,5;121,798;110,846;89,18;"1"
"10";682,866;1,046;208,864;72;1,076;134,7;0,72;0,278;0,11;0,098;485,428;442,804;184,5;66,812;59,966;550,612;1,06;218,546;70,2;1,108;140,1;0,758;0,242;0,126;0,116;410,656;366,592;142,63;60,508;54,804;"0"
"11";406,946;0,944;205,602;68,6;0,97;132,628;0,716;0,24;0,106;0,116;304,482;297,504;87,86;48,404;45,172;1863,738;1,064;210,762;73;1,088;134,762;0,738;0,28;0,104;0,096;1471,03;1288,034;490,298;245,426;205,344;"0"
"12";82,782;0,918;198,812;67,8;0,932;128,586;0,69;0,294;0,088;0,116;56,452;62,878;20,68;8,478;10,288;512,696;1,06;213,984;72,4;1,08;139,3;0,746;0,298;0,102;0,102;364,16;347,162;179,094;44,584;44,964;"0"
"13";396,224;1,01;206,618;71,4;1,018;134,636;0,72;0,278;0,108;0,102;286,512;280,18;100,98;44,308;42,216;866,886;1,05;219,804;72,6;1,1;142,27;0,766;0,268;0,11;0,098;705,464;599,642;192,454;119,872;95,33;"0"
"14";1801,952;1,02;210,9;69;1,052;135,858;0,748;0,218;0,124;0,108;1356,16;1242,974;369,142;242,124;195,016;941,274;1,058;211,188;72,4;1,096;135,16;0,744;0,276;0,102;0,086;716,418;629,314;231,358;107,796;89,728;"0"
"15";1471,01;1,054;214,888;71,4;1,16;136,378;0,76;0,248;0,116;0,102;1134,754;952,956;358,922;164,432;134,766;1651,308;1,072;216,65;72,2;1,122;139,276;0,762;0,286;0,108;0,092;1290,502;1116,604;438,686;193,854;157,584;"1"
"16";1609,96;1,106;224,642;73,2;1,208;142,626;0,784;0,294;0,106;0,082;1274,854;1039,96;501,426;163,334;123,166;1330,336;1,096;216,78;72,8;1,152;138,17;0,76;0,286;0,116;0,096;1059,766;879,478;381,002;174,85;134,252;"0"
"17";531,294;1,076;219,478;72,4;1,12;140,132;0,766;0,29;0,13;0,108;417,222;374,998;131,588;79,412;65,89;716,402;1,002;218,364;69,2;1,118;139,796;0,762;0,266;0,128;0,104;563,386;489,028;185,7;96,824;79,562;"1"
