"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1447,178;1,066;222,388;71,6;1,134;142,592;0,784;0,246;0,128;0,106;1147,386;1000,78;334,238;192,288;158,94;1579,866;1,132;227,136;74,8;1,186;146,01;0,79;0,31;0,126;0,106;1268,61;1047,464;463,422;205,346;170,674;"0"
"2";1246,642;1,048;220,236;69,6;1,156;140,764;0,766;0,302;0,118;0,096;1003,708;833,124;327,338;168,756;126,492;545,84;1,062;212,84;72;1,09;137,924;0,74;0,294;0,108;0,098;412,468;372,578;151,59;64,73;54,78;"0"
"3";1390,988;1,07;218,278;72,4;1,126;140,258;0,768;0,286;0,114;0,106;1155,196;973,616;356,008;211,606;169,358;627,312;1,032;208,082;72,2;1,038;134,366;0,732;0,29;0,102;0,108;477,088;444,218;183,696;73,036;68,78;"1"
"4";621,314;1,036;205,026;73,2;1,052;132,798;0,716;0,314;0,094;0,088;487,266;417,308;196,186;68,12;54,648;701,324;0,992;200,468;70,8;0,992;129,278;0,7;0,296;0,11;0,106;507,44;499,18;166,212;94,696;84,08;"1"
"5";1106,446;1,096;220,104;72,2;1,162;141,86;0,774;0,268;0,122;0,108;891,544;744,37;265,98;154,306;131,24;1172,074;1,062;215,948;71,8;1,12;139,566;0,76;0,27;0,106;0,094;949,53;803,038;244,032;171,552;123,836;"0"
"6";1577,404;1,1;220,104;72,2;1,154;141,424;0,772;0,298;0,112;0,1;1234,596;1056,492;447,218;191,298;165,608;2175,65;1,058;211,156;72;1,144;135,152;0,744;0,29;0,106;0,09;1575,842;1373,786;697,144;189,866;141,882;"0"
"7";998,38;1,13;210,874;75,4;1,182;139,262;0,75;0,296;0,094;0,078;736,342;626,308;273,566;84,972;72,932;603,746;1,04;206,26;72,4;1,046;134,342;0,724;0,306;0,096;0,092;439,69;409,5;184,318;57,648;50,65;"1"
"8";293,79;1,034;199,846;72,2;1,016;130,44;0,702;0,328;0,098;0,082;206,012;203,42;102,648;30,782;24,496;944,508;1,104;219,778;74,2;1,162;143,762;0,778;0,26;0,12;0,104;713,142;625,948;258,368;98,536;85,778;"1"
"9";878,438;1,066;206,792;73,8;1,09;134,33;0,732;0,282;0,102;0,096;648,822;577,716;269,408;84,796;76,924;571,67;1,06;216,706;73,6;1,098;140,818;0,764;0,316;0,116;0,106;430,72;397,094;171,782;69,048;65,952;"0"
"10";1621,946;1,168;225,672;75,4;1,234;146,95;0,792;0,32;0,108;0,082;1200,392;1008,168;562,206;139,974;107,86;1972,332;1,092;224,24;72,6;1,16;142,872;0,784;0,252;0,122;0,106;1591,678;1329,06;438,462;289,77;222,364;"0"
"11";1553,918;1,036;202,71;71;1,062;129,616;0,718;0,282;0,106;0,1;1137,11;1037,128;420,066;167,37;149,348;1193,016;1,08;220,492;71,6;1,134;142,788;0,776;0,26;0,126;0,11;941,378;798,438;315,22;148,944;119,844;"0"
"12";685,052;1,134;221,406;75,6;1,186;143,36;0,78;0,302;0,12;0,096;542,196;450,428;201,31;84,556;65,774;377,406;0,984;193,596;71;1;124,692;0,694;0,284;0,106;0,098;273,686;261,576;115,196;45,922;40,504;"1"
"13";796,252;1,098;209,376;75;1,15;136,89;0,746;0,286;0,1;0,082;596,502;518,8;234,88;85,25;64,782;626,912;1,036;202,382;72,6;1,048;131,902;0,708;0,284;0,096;0,094;449,26;428,736;162,084;65,762;65,514;"1"
"14";471,216;1,156;224,668;75,6;1,228;144,976;0,804;0,302;0,112;0,086;366,514;310,468;139,042;50,94;41,312;608,518;1,08;212,202;72,8;1,096;137,566;0,738;0,314;0,108;0,096;480,086;411,236;176,118;84,846;62,412;"1"
"15";1431,766;1,094;212,228;74,8;1,114;137,452;0,748;0,304;0,1;0,092;1144,794;954,534;410,49;172,554;141,076;433,51;1,076;214,178;73,2;1,108;139,532;0,758;0,268;0,116;0,098;332,066;294,224;112,3;56,278;44,232;"0"
"16";1339,254;1,054;209,164;71,2;1,094;134,582;0,724;0,306;0,106;0,098;979,27;869,914;457,594;123,642;111,57;720,47;1,026;205,906;72,6;1,036;134,324;0,722;0,322;0,096;0,09;529,986;502,682;260,69;76,71;71,642;"1"
"17";1602,082;1,054;219,33;71,6;1,132;140,542;0,768;0,282;0,11;0,098;1227,766;1079,492;450,952;169,484;147,126;2901,674;1,15;228,496;74,8;1,252;145,57;0,808;0,284;0,118;0,084;2441,304;1904,164;748,536;407,21;281,274;"1"
