"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";890,218;1,058;218,02;71,8;1,102;138,498;0,766;0,28;0,11;0,1;707,958;623,944;230,526;113,504;97,878;2037,764;1,112;235,934;72,2;1,192;147,166;0,822;0,222;0,148;0,114;1803,334;1429,356;386,712;383,752;270,154;"1"
"2";757,242;1,002;205,048;69,4;1,058;133,39;0,72;0,284;0,108;0,1;565,566;501,714;215,604;86,572;72,076;203,634;0,98;209,074;69,2;1,014;134,88;0,732;0,262;0,134;0,11;161,08;140,306;49,942;25,37;19,542;"0"
"3";1729,6;1,042;218,096;70,6;1,118;140,592;0,76;0,288;0,11;0,094;1288,324;1159,41;499,13;197,514;166,09;1367,706;1,032;210,752;72;1,086;134,13;0,732;0,276;0,12;0,11;1090,06;915,35;323,296;196,618;150,758;"0"
"4";253,772;1,028;220,38;70,4;1,082;143,978;0,768;0,254;0,134;0,118;200,458;184,036;61,086;41,184;36,238;512,58;1,018;213,686;71,4;1,056;136,64;0,728;0,314;0,1;0,092;415,26;343,364;167,824;58,066;44,302;"0"
"5";454,488;0,94;193,84;68,8;0,938;125,722;0,666;0,276;0,098;0,104;315,3;323,176;122,854;53,302;49,79;220,724;0,982;195,362;69,4;0,952;127,724;0,678;0,322;0,088;0,1;155,402;157,04;64,43;20,306;20,292;"1"
"6";1432,534;1,094;220,904;73,2;1,154;143,01;0,778;0,27;0,12;0,098;1148,256;976,662;365,288;190,024;143,506;618,056;0,962;197,902;69,6;0,962;126,654;0,69;0,286;0,102;0,098;439,118;436,068;174,456;63,812;59,524;"1"
"7";1090,36;1,058;210,266;72,8;1,096;134,526;0,742;0,278;0,104;0,09;831,624;727,876;264,458;131,604;105,116;765,816;1,006;210,348;70,4;1,02;137,204;0,738;0,286;0,104;0,106;567,17;551,318;215,68;82,75;80,462;"1"
"8";308,886;0,96;196,916;70;0,948;127,1;0,686;0,314;0,1;0,102;209,792;215,908;86,342;24,058;23,144;937,862;1,016;209,836;69,4;1,078;135,178;0,74;0,252;0,11;0,102;697,05;640,124;242,932;104,49;94,58;"1"
"9";1070,446;1,026;202,282;71,8;1,056;132,294;0,71;0,284;0,096;0,086;852,902;723,922;262,616;141,062;110,128;1071,25;1,042;215,182;70;1,114;138,706;0,76;0,246;0,106;0,1;843,518;735,264;246,018;131,058;111,354;"0"
"10";1763,418;1,024;204,606;70,6;1,046;132,978;0,704;0,27;0,098;0,086;1276,312;1178,648;446,784;177,284;141,878;946,266;1,116;224,11;72,6;1,182;145,394;0,786;0,278;0,118;0,094;741,15;631,212;263,046;109,83;80,924;"0"
"11";660,934;0,97;199,574;69,4;0,964;131,238;0,696;0,282;0,096;0,112;477,666;469,122;197,778;68,89;72,542;355,058;0,974;201,804;70,4;0,978;133,164;0,704;0,27;0,088;0,102;251,952;252,324;95,686;31,04;33,696;"0"
"12";958,4;1,014;207,34;70,8;1,038;133,802;0,724;0,256;0,102;0,102;703,474;667,882;242,558;100,844;96,674;1727,25;1,038;203,582;72,6;1,042;133,176;0,712;0,31;0,09;0,086;1226,016;1134,466;596,424;147,164;122,522;"1"
"13";1380,15;1,03;215,202;71,8;1,048;138,234;0,744;0,292;0,118;0,112;1045,404;963,53;449,768;156,432;137,818;1362,154;1,044;216,098;71,6;1,126;138,956;0,762;0,238;0,112;0,098;1041,186;924,028;314,52;157,802;137,572;"1"
