"";"x"
"1";"https://www.vlr.gg/186419/weibo-gaming-vs-invincible-gaming-fgc-valorant-invitational-2023-act-1-d5"
"2";"https://www.vlr.gg/184458/paper-rex-vs-detonation-focusme-champions-tour-2023-pacific-league-w1"
"3";"https://www.vlr.gg/186420/dragon-ranger-gaming-vs-bilibili-gaming-fgc-valorant-invitational-2023-act-1-d5"
"4";"https://www.vlr.gg/184459/team-secret-vs-talon-esports-champions-tour-2023-pacific-league-w1"
"5";"https://www.vlr.gg/186421/attacking-soul-esports-vs-kone-esc-fgc-valorant-invitational-2023-act-1-d5"
"6";"https://www.vlr.gg/187937/case-esports-vs-papara-supermassive-surfshark-valorant-challenge-2-main-event-lbf"
"7";"https://www.vlr.gg/185892/orangutan-vs-aster-army-challengers-league-south-asia-split-1-w2"
"8";"https://www.vlr.gg/186046/six-karma-vs-e-xolos-lazer-challengers-league-latam-north-ace-split-1-lbf"
