"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1146,68;1,03;209,442;71,4;1,07;133,076;0,732;0,276;0,102;0,1;890,282;793,724;262,532;146,614;127,592;488,276;0,954;201,03;69,4;0,958;130,152;0,696;0,292;0,116;0,116;350,356;356,404;125,826;63,786;60,198;"0"
"2";1676,65;1,044;219,362;70,4;1,126;141,306;0,768;0,288;0,108;0,094;1252,304;1122,9;480,69;191,666;159,9;1344,562;1,122;226,584;74;1,198;143,426;0,792;0,264;0,12;0,092;1102,54;904,642;332,528;177,702;134,4;"1"
"3";432,71;0,928;195,122;66,4;0,958;125,926;0,68;0,242;0,096;0,092;302,416;313,082;101,204;46,218;44,922;959,238;0,994;202,678;71;0,994;131,864;0,704;0,292;0,098;0,104;769,684;680,16;228,7;142,808;122,526;"0"
"4";1103,522;1,146;220,108;73,8;1,176;138,886;0,768;0,26;0,122;0,094;861,906;713,654;271,898;137,292;103,602;730,524;1,11;235,19;72,8;1,206;146,32;0,82;0,238;0,146;0,112;629,516;499,026;149,16;125,624;85,544;"1"
"5";717,636;0,85;201,212;61,4;0,996;128,356;0,7;0,252;0,102;0,1;648,056;529,978;144,228;138,226;97,668;512,542;1,018;206,582;71,6;1,066;134,362;0,728;0,288;0,094;0,088;367,03;346,804;148,514;42,01;38,492;"1"
"6";241,828;0,906;203,422;64,6;0,948;131,908;0,7;0,28;0,106;0,124;168,468;167,942;62,708;18,338;17,386;903,232;1,036;208,078;72;1,048;132,936;0,714;0,312;0,108;0,096;620,46;603,068;333,472;76,488;70,876;"1"
"7";939,796;1,058;226,006;70,8;1,142;142,31;0,794;0,254;0,122;0,108;745,824;653,428;230,516;120,82;106,442;1406,18;1,086;202,614;74;1,116;132,614;0,714;0,296;0,09;0,076;977,832;875,3;464,222;118,076;96,738;"1"
"8";749,898;1,008;210,632;70,4;1,022;137,348;0,738;0,288;0,102;0,104;555,508;539,56;212,214;80,38;78,544;815,288;0,984;210,836;66,6;1,09;136,202;0,742;0,236;0,11;0,094;609,944;560,832;184,256;94,962;78,784;"0"
"9";1533,392;1,158;225,794;75,2;1,228;147,122;0,788;0,314;0,102;0,084;1130,624;956,704;535,53;128,626;99,134;380,2;1,006;214,64;70,2;1,032;139,92;0,742;0,278;0,1;0,116;277,668;270,792;113,292;37,256;41,59;"1"
"10";939,476;1,016;207,514;70,8;1,038;133,728;0,724;0,256;0,102;0,1;689,222;654,046;239,184;98,632;94,298;927,426;1,12;225,568;72,8;1,194;146,216;0,79;0,276;0,12;0,09;727,898;618,722;256,374;107,512;77,868;"0"
"11";486,532;0,98;206,924;70;0,994;133,532;0,716;0,274;0,12;0,12;358,202;353,918;120,408;67,536;62,528;923,414;1,102;222,624;72,2;1,152;144,168;0,774;0,262;0,12;0,1;729,166;617,14;229,464;118,082;94,664;"0"
"12";2105,56;1,078;211,702;73,6;1,1;137,088;0,744;0,298;0,108;0,094;1558,574;1399,312;648,638;218,526;175,316;1811,172;1,09;225,878;72,4;1,16;143,59;0,788;0,252;0,122;0,108;1463,044;1222,864;401,074;267,566;206,78;"1"
"13";978,862;1,034;219,194;69;1,11;141,076;0,77;0,216;0,118;0,102;811,072;676,106;175,884;151,018;105,238;1579,676;0,996;215,618;68,2;1,084;136,288;0,756;0,228;0,122;0,11;1212,704;1104,066;345,55;207,148;170,312;"1"
"14";741,422;1,082;213,262;74;1,114;137,638;0,762;0,26;0,118;0,096;563,442;504,458;182,806;90,446;73,116;1055,398;1,094;221,194;72,2;1,168;142,538;0,778;0,262;0,124;0,11;854,198;709,408;246,948;147,634;126,022;"1"
"15";471,158;0,97;196,938;70,2;0,962;128,878;0,69;0,276;0,098;0,106;329,252;335,512;128,684;46,416;44,526;866,168;1,018;210,972;69,8;1,088;135,976;0,748;0,248;0,11;0,1;645,478;588,164;222,122;95,908;84,636;"1"
"16";1699,488;1,02;204,496;70,4;1,042;132,998;0,706;0,264;0,096;0,086;1230,27;1136,382;429,612;169,98;136,1;892,448;1,05;215,376;70,8;1,112;139,29;0,76;0,25;0,126;0,104;673,496;610,578;231,414;112,364;89,698;"0"
"17";989,66;1,128;226,784;73,2;1,19;144,65;0,784;0,276;0,126;0,1;802,862;651,19;246,038;137,226;97,738;1045,55;1,068;224,968;71,8;1,174;142,594;0,802;0,234;0,13;0,108;905,982;718,97;199,406;162,058;120,336;"1"
"18";527,112;0,866;197,994;62,6;0,96;128,568;0,69;0,242;0,096;0,098;399,422;374,964;114,632;72,062;68,876;422,034;1,028;213,344;70;1,068;138,316;0,748;0,252;0,122;0,102;319,78;299,202;105,59;57,052;47,53;"0"
"19";1736,612;1,012;215,482;70,2;1,05;139,104;0,746;0,266;0,116;0,112;1314,842;1210,358;500,9;200,186;191,35;928,754;1,036;210,508;71,2;1,09;135,87;0,74;0,254;0,11;0,092;697,932;639,34;211,196;127,916;105,17;"1"
"20";152,884;0,866;186,964;68;0,876;123,842;0,648;0,272;0,098;0,114;101,214;112,292;35,614;13,448;15,448;526,678;0,986;203,766;70,2;1,008;133,228;0,718;0,264;0,106;0,104;385,068;366,494;129,952;57,942;52,046;"0"
"21";1579,43;1,048;219,468;71;1,108;140,732;0,76;0,276;0,112;0,104;1224,854;1085,834;414,44;198,59;172,236;1557,404;1,104;231,538;72,6;1,17;148,574;0,804;0,33;0,114;0,102;1228,794;1046,248;545,926;158,862;130,666;"0"
