"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";451,95;1,024;202,408;71,8;1,038;132,872;0,71;0,264;0,094;0,094;327,264;309,336;107,816;49,394;43,55;472,612;1,004;198,016;73,2;1,07;128,398;0,69;0,328;0,104;0,088;334,904;323,982;139,218;39,578;38,494;"1"
"2";540,382;0,978;199,604;69,8;1,012;130,748;0,706;0,292;0,09;0,098;390,288;370,544;161,202;44,24;42,334;82,206;0,842;167,698;68,2;0,902;108,242;0,634;0,224;0,082;0,09;50,804;59,402;19,572;6,388;7,728;"1"
"3";582,186;1,04;208,868;71;1,052;134,732;0,73;0,284;0,112;0,104;441,546;416,848;147,348;80,678;74,782;1045,656;1,012;211,614;70,4;1,042;136,832;0,734;0,282;0,108;0,096;763,214;717,212;323,312;99,896;87,6;"0"
"4";1126,55;1,038;221,99;68,6;1,158;141,942;0,774;0,284;0,116;0,102;918,846;757,618;279,086;156,762;115,936;479,59;1,02;211,318;70,2;1,106;136,668;0,736;0,288;0,1;0,084;357,648;319,382;135,352;49,09;40,796;"0"
"5";215,58;0,966;214,484;66,6;1,016;140,26;0,736;0,29;0,112;0,122;169,052;156,622;57,536;28,894;25,874;479,918;1,002;217,236;68,2;1,074;140,282;0,762;0,222;0,126;0,11;371,41;344,644;101,042;64,832;56,796;"1"
"6";246,646;1;213,976;68,2;1,026;140,33;0,748;0,212;0,122;0,13;184,278;184,204;46,98;35,082;34,894;852,14;1,044;207,972;73;1,064;133,882;0,734;0,288;0,098;0,092;636,478;593,976;230,038;94,928;81,604;"0"
"7";314,516;1,082;213,516;71,8;1,124;139,68;0,746;0,278;0,108;0,1;237,568;208,114;87,244;35,616;29,264;136,978;1,134;222,22;75,6;1,204;141,93;0,782;0,334;0,108;0,092;108,548;90,974;41,538;17,378;14,23;"0"
"8";195,844;1,02;203,258;73,6;1,034;132,308;0,728;0,292;0,112;0,108;150,192;137,256;51,032;22,182;21,184;538,734;0,99;207,644;70,4;1,04;134,082;0,728;0,28;0,112;0,112;394,38;346,658;180,04;49,602;41,85;"1"
"9";1867,752;1,082;219,184;73;1,132;140,352;0,756;0,288;0,114;0,098;1446,296;1237,624;516,408;231,024;185,114;476,956;1,018;219,97;70,6;1,036;140,976;0,76;0,29;0,118;0,12;375,128;368,548;121,682;71,444;74,612;"1"
"10";195,992;0,936;186,282;68,6;0,926;122,584;0,65;0,27;0,082;0,106;134,938;137,336;59,154;16,422;17,868;150,536;0,95;199,094;70;0,93;129,64;0,682;0,34;0,092;0,096;104,234;112,17;48,41;14,854;16,66;"0"
"11";1447,496;1,126;228,784;74,4;1,186;146,79;0,794;0,306;0,126;0,106;1167,18;966,87;415,946;191,944;160,224;853,722;1,024;209,68;72;1,086;133,316;0,74;0,256;0,11;0,102;637,782;588,314;199,126;98,486;92,282;"1"
"12";416,796;1,028;216,764;71,2;1,054;140,622;0,76;0,274;0,118;0,106;337,814;308,59;94,696;67,102;54,112;1039,1;1,048;221,596;71,8;1,07;141,346;0,768;0,282;0,13;0,12;847,322;763,026;246,106;170,5;141,486;"0"
"13";1289,166;1,102;222,616;73,2;1,186;141,312;0,79;0,25;0,118;0,092;1087,956;877,06;286,38;190,068;137,92;717,868;1,08;217,014;72,2;1,134;140,608;0,764;0,26;0,11;0,098;552,544;498,306;173,266;85,808;77,09;"1"
"14";411,648;0,92;187,5;66,2;0,924;121,854;0,652;0,242;0,088;0,082;291,822;297,476;95,714;46,304;44,992;271,808;0,86;194,864;66;0,88;124,634;0,674;0,234;0,108;0,136;198,42;220,242;56,762;46,216;47,59;"0"
"15";739,404;1,024;209,654;71;1,074;137,108;0,738;0,27;0,1;0,092;541,818;491,184;207,264;68,838;62,47;1177,306;1,008;211,564;70,2;1,038;136,342;0,736;0,256;0,12;0,11;909,996;824,584;286,57;157,086;123,344;"0"
"16";2587,986;1,112;230,24;73;1,22;144,39;0,806;0,248;0,13;0,1;2201,272;1733,348;584,928;377,232;232,618;1755,022;1,046;218,992;71,4;1,152;136,062;0,772;0,252;0,122;0,11;1399,624;1187,926;391,648;248,376;186,286;"1"
"17";1146,166;1,138;231,534;73,6;1,228;149,06;0,81;0,288;0,122;0,096;908,288;769,032;322,084;138,83;116,074;994,642;1,116;218,224;73,6;1,168;141,73;0,768;0,274;0,114;0,092;797,59;655,912;261,272;124,064;94,578;"0"
"18";320,302;1,032;207,65;71,8;1,06;136,616;0,722;0,278;0,106;0,106;232,114;215,622;84,81;31,586;27,896;189,462;0,95;189,152;70;0,918;125,396;0,66;0,284;0,086;0,096;126,044;137,68;53,604;16,234;18,882;"1"
"19";1971,398;1,034;207,672;70,8;1,068;132,286;0,722;0,292;0,11;0,106;1424,472;1314,178;591,758;214,164;192,376;1320,346;1,01;204,248;71,4;1,062;128,614;0,714;0,28;0,102;0,092;965,524;891,87;344,074;147,16;125,55;"0"
"20";490,038;0,976;188,18;70,4;0,972;123,198;0,67;0,29;0,078;0,086;335,422;339,876;143,49;41,14;40,818;246,22;1,018;213,554;72,2;1,018;138,08;0,738;0,3;0,126;0,104;183,906;177,068;67,868;30,066;25,342;"1"
"21";1112,008;1,106;222,068;74;1,158;142,742;0,776;0,29;0,122;0,104;881,03;759,006;297,196;156,242;127,06;1720,824;1,098;213,434;74,2;1,14;138,09;0,75;0,308;0,096;0,084;1251,526;1101,234;574,42;149,51;126,4;"0"
