"";"x"
"1";"https://www.vlr.gg/184477/paper-rex-vs-global-esports-champions-tour-2023-pacific-league-w5"
"2";"https://www.vlr.gg/198841/bilibili-gaming-vs-gank-gaming-fgc-valorant-invitational-2023-act-2-qualifiers-ubsf"
"3";"https://www.vlr.gg/184478/gen-g-vs-drx-champions-tour-2023-pacific-league-w5"
"4";"https://www.vlr.gg/198842/number-one-player-vs-royal-never-give-up-fgc-valorant-invitational-2023-act-2-qualifiers-ubsf"
"5";"https://www.vlr.gg/188477/gtz-esports-vs-impulse-gw-challengers-league-portugal-tempest-split-2-regular-season-r7"
"6";"https://www.vlr.gg/188478/saw-vs-panthers-esports-challengers-league-portugal-tempest-split-2-regular-season-r7"
"7";"https://www.vlr.gg/188539/alternate-attax-vs-ovation-esports-challengers-league-dach-evolution-split-2-r5"
"8";"https://www.vlr.gg/189565/gonext-esports-vs-acend-challengers-league-east-surge-split-2-r7"
"9";"https://www.vlr.gg/195706/true-rippers-vs-gods-reign-challengers-league-south-asia-split-1-lf"
"10";"https://www.vlr.gg/188479/team-vikings-vs-egn-esports-challengers-league-portugal-tempest-split-2-regular-season-r7"
"11";"https://www.vlr.gg/189566/enterprise-esports-vs-b8-esports-challengers-league-east-surge-split-2-r7"
"12";"https://www.vlr.gg/194144/solary-vs-3dmax-challengers-league-france-revolution-split-2-w3"
"13";"https://www.vlr.gg/188402/outplayed-vs-gmt-esports-challengers-league-italy-rinascimento-split-2-w4"
"14";"https://www.vlr.gg/188480/ftw-esports-vs-ex0tik-gaming-challengers-league-portugal-tempest-split-2-regular-season-r7"
"15";"https://www.vlr.gg/188540/mouz-vs-laterious-challengers-league-dach-evolution-split-2-r5"
"16";"https://www.vlr.gg/189567/nom-esports-vs-rapid-ninjas-challengers-league-east-surge-split-2-r7"
"17";"https://www.vlr.gg/194145/akroma-vs-blx-utd-challengers-league-france-revolution-split-2-w3"
"18";"https://www.vlr.gg/188403/qlash-vs-hmble-challengers-league-italy-rinascimento-split-2-w4"
"19";"https://www.vlr.gg/194146/valiant-vs-mandatory-challengers-league-france-revolution-split-2-w3"
"20";"https://www.vlr.gg/183793/kr-esports-vs-100-thieves-champions-tour-2023-americas-league-w4"
"21";"https://www.vlr.gg/189569/zero-tenacity-vs-anonymo-esports-challengers-league-east-surge-split-2-r7"
"22";"https://www.vlr.gg/194147/gentle-mates-vs-joblife-challengers-league-france-revolution-split-2-w3"
"23";"https://www.vlr.gg/188405/axolotl-vs-dsyre-challengers-league-italy-rinascimento-split-2-w4"
"24";"https://www.vlr.gg/194148/zerance-vs-wylde-challengers-league-france-revolution-split-2-w3"
"25";"https://www.vlr.gg/183794/evil-geniuses-vs-furia-champions-tour-2023-americas-league-w4"
