"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";29,65;0,892;182,996;69,8;0,86;119,302;0,624;0,28;0,098;0,102;19,6;22,55;7,35;3,75;3,4;526,32;0,944;207,69;67;0,972;134,362;0,714;0,266;0,104;0,11;399,314;384,316;132,692;61,654;53,794
"2";307,958;0,912;195,984;65,6;0,94;125,626;0,682;0,234;0,096;0,096;211,004;228,574;66,614;31,282;32,092;46,1;0,898;184,004;66;0,916;119,68;0,642;0,216;0,078;0,128;29,3;33,5;9,15;3,3;5,95
"3";654,702;0,932;187,374;69,2;0,924;125,246;0,65;0,294;0,078;0,094;423,326;444,978;232,356;40,2;45,014;138,194;0,93;193,07;70,6;0,916;126,122;0,664;0,282;0,086;0,094;90,24;99,208;40,42;11,222;11,76
"4";118,23;0,956;197,91;68;0,984;132,294;0,688;0,256;0,088;0,1;80,868;86,864;21,552;10,662;12,254;754,742;1,14;232,278;76,2;1,212;148,682;0,814;0,28;0,112;0,092;571,864;516,852;202,734;81,362;76,372
"5";74,16;0,884;187,626;68,4;0,82;122,714;0,624;0,338;0,114;0,08;49,572;56,146;20,464;9,13;7,29;90,472;0,67;168,318;57,2;0,746;112,138;0,584;0,222;0,07;0,12;56,54;67,296;20,64;6,688;8,232
"6";303,24;0,918;196,554;66;0,904;130,066;0,676;0,224;0,086;0,104;206,358;222,044;70,184;24,966;30,942;281,464;0,844;192,858;65,4;0,882;125,508;0,676;0,2;0,096;0,108;196,026;214,908;52,034;32,282;35,528
"7";986,93;1,006;203,78;70,8;1,002;132,452;0,706;0,274;0,096;0,102;695,08;693,436;268,668;91,172;94,524;1167,348;1,048;222,438;70,6;1,132;142,924;0,782;0,228;0,12;0,1;958,334;804,804;218,376;170,052;121,946
"8";1139,226;0,986;200,486;70,2;0,98;128,468;0,7;0,284;0,102;0,112;838,28;810,196;297,08;137,244;125,904;307,17;0,928;192,204;69;0,942;125,334;0,672;0,262;0,092;0,096;220,426;215,472;70,686;29,482;29,94
"9";1213,392;1,008;205,278;71,4;1,076;128,808;0,72;0,274;0,102;0,09;888,672;815,068;323,156;132,386;111,316;1145,192;0,986;195,362;70,4;1,004;124,986;0,676;0,308;0,082;0,086;802,936;758,264;368,14;88,816;85,418
"10";2082,046;1,118;224,502;73;1,182;145,16;0,782;0,274;0,122;0,1;1559,566;1312,418;649,048;199,776;146,382;2056,374;1,112;213,594;74;1,148;138;0,754;0,292;0,102;0,086;1600,71;1369,622;537,432;247,654;199,34
"11";1014,142;1,042;220,02;71;1,11;140,08;0,766;0,252;0,14;0,116;800,156;703,746;223,256;164,244;128,35;880,282;1,028;210,076;70,4;1,082;135,336;0,732;0,278;0,108;0,098;656,044;594,794;228,686;97,182;82,524
"12";359,612;0,99;207,624;70,4;1,006;134,86;0,728;0,28;0,1;0,112;264,024;256,786;94,152;40,022;39,482;401,886;0,984;220,622;67,6;1,074;139,468;0,762;0,266;0,118;0,106;310,05;285,61;101,948;47,886;39,676
"13";2699,186;1,152;230,688;74,2;1,258;146,896;0,816;0,274;0,12;0,086;2281,576;1771,71;681,344;372,426;250,4;1921,582;1,096;221,726;72,4;1,168;140,744;0,774;0,276;0,112;0,094;1510,27;1273,954;514,754;221,228;169,762
"14";1008,954;1,036;218,672;71,6;1,064;141,588;0,748;0,31;0,108;0,104;749,276;692,068;382,088;105,068;98,272;463,534;1,034;209,452;71,8;1,088;134,47;0,726;0,268;0,108;0,104;359,782;306,042;119,666;56,748;46,608
