"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1007,54;1,014;211,868;70,8;1,046;137,064;0,734;0,284;0,108;0,096;735,066;689,468;315,856;94,918;82,324;513,38;0,97;212,498;70,2;0,98;135,662;0,728;0,27;0,12;0,124;400,11;390,992;131,276;75,55;76,43;"0"
"2";670,584;1,048;212,34;71,8;1,06;136,53;0,744;0,288;0,106;0,104;501,648;475,348;191,958;76,81;72,608;1124,308;1,032;209,512;71,4;1,076;132,908;0,73;0,274;0,104;0,098;874,47;776,928;253,71;143,744;126,118;"0"
"3";609,24;1,06;206,288;71,4;1,11;133,372;0,718;0,288;0,08;0,076;452,854;402,954;164,964;56,494;53,942;183,98;1,024;214,316;69,6;1,078;137,894;0,746;0,258;0,108;0,098;134,346;126,6;45,37;19,78;17,192;"1"
"4";647,398;1,016;214,172;71,2;1,058;137,918;0,744;0,276;0,112;0,1;483,678;446,836;190,376;69,934;64,496;1011,242;1,04;215,608;72,2;1,098;136,648;0,76;0,258;0,102;0,094;779,23;702,64;249,31;110,11;93,15;"0"
"5";409,034;1,038;218,382;71,4;1,07;141,522;0,768;0,274;0,12;0,104;332,224;302,352;92,518;66,024;53,168;818,478;1,102;224,434;73,8;1,144;144,274;0,788;0,268;0,112;0,1;657,968;563,222;189,402;103,788;88,064;"0"
"6";721,018;1,01;208,81;70,2;1,048;135,634;0,734;0,252;0,104;0,1;549,168;506,462;170,256;83,38;77,738;399,372;0,946;206,508;68,4;0,976;133,026;0,722;0,24;0,11;0,116;299,93;291,228;85,536;48,032;44,276;"1"
"7";1604,592;1,02;216,378;70,4;1,112;138,13;0,758;0,282;0,116;0,102;1234,564;1107,688;443,96;211,658;171,276;1442,638;0,992;207,882;70;1,036;134,314;0,722;0,308;0,094;0,096;1018,108;975,136;451,4;115,266;110,736;"1"
"8";643,202;0,836;195,424;61,4;0,968;125,596;0,672;0,288;0,11;0,106;459,95;449,606;161,332;90;75,872;188,698;0,99;204,032;69,6;1,01;129,354;0,71;0,282;0,11;0,092;137,338;136,606;49,368;24,47;19,51;"1"
"9";1430,156;1,126;229,164;74,2;1,186;146,972;0,794;0,306;0,128;0,108;1155,1;956,098;407,362;190,706;158,802;836,386;1,1;235,802;72,8;1,186;150,93;0,822;0,248;0,126;0,106;694,914;564,218;185,606;109,554;87,904;"1"
"10";625,78;0,98;195,736;70,8;1,012;125,232;0,69;0,298;0,08;0,08;432,412;420,89;185,732;51,594;52,106;524,026;1,046;209,844;71,2;1,062;135,082;0,734;0,282;0,112;0,104;395,394;373,892;132,808;71,172;66,704;"1"
"11";294,282;1,018;211,724;70,6;1,046;137,816;0,726;0,3;0,114;0,104;214,69;203,434;85,59;30,672;29,342;1017,476;1,044;221,734;72;1,066;141,372;0,77;0,282;0,13;0,118;829,312;749,58;241,924;167,12;138,95;"0"
"12";1278,206;1,094;222,588;73;1,182;141,228;0,788;0,246;0,118;0,092;1075,878;870,672;282,986;186,948;136,178;495,408;1,042;209,256;72,2;1,098;135,676;0,738;0,296;0,094;0,086;357,506;331,742;145,592;41,028;35,986;"1"
"13";432,62;1,062;222,046;70,8;1,148;143,284;0,776;0,246;0,126;0,108;341,006;305,242;81,86;70,33;54,634;245,052;1,022;201,124;70,2;1,04;128,776;0,7;0,35;0,094;0,09;169,56;164,25;73,828;20,898;18,716;"1"
"14";742,5;1,008;211,208;70,6;1,026;137,66;0,74;0,288;0,104;0,108;550,764;533,792;210,886;79,706;77,192;2497,972;1,09;227,818;70,8;1,158;145,654;0,802;0,22;0,132;0,114;2149,362;1736,116;475,436;396,762;305,646;"0"
"15";2578,654;1,11;230,616;72,8;1,222;144,574;0,81;0,246;0,128;0,1;2194,462;1726,124;581,746;375,964;230,624;1550,742;1,09;237,696;70,8;1,23;148,484;0,82;0,254;0,146;0,112;1294,796;1028,134;369,528;242,458;177,762;"1"
"16";777,516;1,082;214,81;72,4;1,194;136,29;0,768;0,252;0,104;0,086;613,99;504,178;199,664;85,854;66,432;995,178;0,98;218,304;68;1,118;139,564;0,77;0,232;0,11;0,094;760,76;669,172;237,742;102,952;81,012;"1"
"17";2754,712;1,15;230,164;74,2;1,256;146,588;0,812;0,278;0,118;0,088;2330,084;1806,538;700,744;381,302;257,948;1456,726;1,05;220,454;71,2;1,134;140,926;0,77;0,278;0,114;0,098;1123,888;984,614;411,8;153,798;133,112;"1"
"18";2545,148;1,124;215,018;74,4;1,206;138,548;0,764;0,274;0,098;0,072;1979,542;1613,486;652,196;247,742;181,878;1759,552;1,058;226,854;69,8;1,168;145,094;0,796;0,262;0,126;0,104;1457,922;1207,708;423,988;245,894;188,892;"1"
"19";205,516;0,982;197,402;70,4;0,974;128,22;0,678;0,252;0,104;0,114;142,972;142,878;49,06;23,568;22,858;474,042;0,976;188,306;70,6;0,974;123,3;0,67;0,29;0,078;0,086;323,358;328,49;139,344;39,564;40,018;"0"
"20";2244,424;1,058;218,484;71,2;1,124;140,68;0,77;0,272;0,104;0,096;1762,912;1505,442;630,636;228,882;190,212;2344,066;1,086;224,1;72,4;1,164;140,728;0,792;0,244;0,124;0,098;1877,776;1581,442;558,678;301,12;224,384;"0"
