"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";403,746;0,924;186,636;65,8;0,918;121,616;0,646;0,244;0,088;0,082;285,822;291,678;94,676;44,32;44,122;448,494;1,032;203,474;72,2;1,046;133,48;0,714;0,266;0,098;0,096;325,884;305,81;107,208;49,24;42,572;"0"
"2";286,38;0,924;190,46;68,6;0,934;128,546;0,664;0,208;0,086;0,11;207,334;206,368;60,712;30,072;32,072;213,09;1,126;226,952;74;1,312;146,578;0,796;0,268;0,16;0,1;162,424;153,15;59,2;33,51;27,568;"1"
"3";1047,524;1,03;200,988;72,2;1,048;129,214;0,71;0,282;0,1;0,09;718,936;722,334;280,702;107,052;97,324;123,5;0,978;207,728;71;1,008;135,308;0,722;0,264;0,1;0,1;87,714;87,674;32,876;11,882;11,12;"1"
"4";509,668;0,964;199,376;69,2;0,964;129,546;0,69;0,274;0,096;0,1;357,498;374,248;118,514;57,974;56,23;1954,596;1,038;209,792;71;1,054;136,076;0,728;0,268;0,098;0,09;1389,226;1303,114;595,858;168,426;145,868;"0"
"5";85,994;1,04;216,936;70,6;1,066;142,168;0,764;0,278;0,116;0,128;68,26;60,68;24,076;10,884;9,842;217,458;0,96;198,976;71,4;0,954;131,06;0,682;0,28;0,11;0,096;157,48;157,654;54,938;30,838;23,992;"1"
"6";67,354;1,014;215,312;71,2;1,144;139,394;0,76;0,342;0,072;0,09;50,468;46,732;20,048;5,482;6,32;419,704;0,994;205,84;70,2;1,058;132,866;0,724;0,254;0,106;0,094;306,338;285,656;103,252;41,086;38,434;"0"
"7";1626,974;1,024;216,558;70,4;1,114;138,264;0,756;0,284;0,118;0,102;1252,98;1121,214;452,324;215,14;173,96;416,608;1,004;206,286;71,2;1,01;134,228;0,722;0,278;0,106;0,102;300,278;297,178;105,32;46,738;46,202;"1"
"8";266,744;1;208,114;68,6;1,028;132,724;0,724;0,318;0,096;0,096;194,982;188,168;78,7;25,864;24,514;1435,472;1,046;216,284;71,2;1,114;139,092;0,766;0,252;0,11;0,096;1105,83;991,612;332,696;162,554;141,6;"0"
"9";843,238;1,1;233,63;73;1,182;149,712;0,818;0,258;0,124;0,104;699,548;568,444;189,26;109,766;87,998;1169,014;1,01;211,84;70,2;1,042;136,468;0,738;0,254;0,122;0,108;905,366;818,132;283,834;156,35;122,478;"1"
"10";864,286;1,134;230,076;74;1,178;147,582;0,8;0,284;0,13;0,104;718,646;598,092;227,548;128,544;103,384;844,6;1,044;208,072;72,8;1,064;133,89;0,734;0,288;0,098;0,092;631,17;587,626;228,88;93,576;80,326;"1"
"11";99,66;0,878;192,082;66,6;0,874;124,522;0,666;0,276;0,09;0,116;66,144;77,106;23,69;9,98;12,44;370,052;1,062;210,846;72,8;1,116;135,6;0,734;0,3;0,11;0,104;271,916;242,55;112,008;39,706;36,38;"0"
"12";699,176;1,044;215,594;72;1,084;138,304;0,762;0,224;0,13;0,114;555,398;495,462;125,666;113,23;91,696;272,444;0,988;196,176;69,4;0,982;126,032;0,68;0,338;0,092;0,092;184,992;184,85;83,246;23,234;21,582;"1"
"13";724,572;0,922;207,772;65;1,06;133,802;0,726;0,284;0,096;0,098;532,934;475,962;196,292;66,804;60,188;211,34;0,896;177,06;69;0,874;116,592;0,618;0,3;0,066;0,086;136,202;147,01;63,462;13,534;16,324;"1"
"14";932,61;0,946;196,922;69;0,952;129,024;0,678;0,27;0,096;0,102;597,86;620,216;280,276;64,974;70,108;752,954;1,004;210,136;70,4;1,018;136,998;0,734;0,286;0,102;0,106;556,714;542,248;211,78;80,934;79,23;"0"
"15";1479,648;1,054;215,028;72;1,162;136,472;0,762;0,248;0,114;0,102;1141,662;958,496;363,814;165,52;135,508;777,356;1,082;214,408;72,4;1,188;136,286;0,766;0,254;0,104;0,086;612,938;504,062;199,766;85,858;66,174;"1"
"16";1614,046;1,106;224,454;73,4;1,204;142,614;0,784;0,292;0,106;0,084;1277,942;1043,836;501,788;164,11;124,438;1556,972;1,094;237,326;71,4;1,228;148,23;0,82;0,256;0,144;0,112;1298,826;1033,114;370,798;243,398;179,286;"0"
