"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";1396,66;1,102;222,92;73,2;1,174;143,48;0,78;0,29;0,118;0,102;1120,072;932,956;383,914;182,752;153,736;902,852;1,036;223,93;71,6;1,114;143,524;0,776;0,308;0,124;0,11;733,804;615,516;238,39;118,19;95,988
"2";1254,82;1,036;210,454;72;1,062;136,754;0,734;0,288;0,098;0,096;914,74;859,156;338,376;115,374;110,142;847,078;0,932;200,228;65,4;1,024;127,904;0,698;0,27;0,104;0,094;648,482;565,704;228,306;99,584;79,134
"3";475,414;1,026;206,378;71,8;1,082;133,992;0,728;0,292;0,09;0,086;340,802;318,338;138,08;38,648;34,106;381;0,952;207,05;68,4;0,98;133,092;0,724;0,234;0,11;0,116;286,864;278,104;78,798;46,516;42,438
"4";1293,912;1,06;211,774;73,2;1,12;134,124;0,746;0,256;0,106;0,094;1008,34;869,916;291,286;155,452;126,086;1576,752;1,074;223,802;72,4;1,142;141,856;0,778;0,254;0,124;0,11;1256,424;1056,228;393,124;217,234;178,678
"5";904,71;1,068;225,662;72;1,126;142,938;0,786;0,25;0,128;0,118;724,404;636,036;223,714;121,574;109,934;700,63;1,022;199,994;73;1,034;128,404;0,706;0,304;0,082;0,09;498,334;478,206;207,976;56,842;59,556
"6";1403,94;0,992;207,88;70;1,034;134,474;0,722;0,31;0,092;0,094;988,328;948,302;441,986;111,148;106,59;977,348;1,01;210,498;70;1,088;135,662;0,738;0,288;0,104;0,092;724,316;624,358;279,174;76,52;64,038
"7";406,182;1,05;215,956;71,8;1,114;138,102;0,754;0,278;0,112;0,102;303,514;274,042;116,274;43,218;38,13;468,014;1,022;201,672;71,6;1,036;131,05;0,714;0,256;0,11;0,108;343,61;321,54;107,998;57,894;49,654
"8";334,308;0,944;188,668;69,6;0,972;120,382;0,668;0,284;0,09;0,088;239,656;248,11;62,904;45,002;40,268;551,492;0,958;203,694;68,2;0,952;131,462;0,696;0,278;0,102;0,108;398,626;400,548;151,922;57,276;55,908
"9";814,89;1,1;224,852;73;1,142;144,404;0,79;0,272;0,114;0,1;655,474;561,01;188,23;103,572;87,056;1009,614;1,048;222,35;72;1,07;141,76;0,77;0,28;0,13;0,118;824,892;743,558;238,638;166,926;138,732
"10";1415,964;1,014;216,076;69,4;1,106;139,722;0,758;0,242;0,11;0,094;1168,418;982,78;295,682;212,522;163,642;805,61;1,1;235,25;69,6;1,22;150,462;0,828;0,22;0,156;0,12;719,432;544,024;147,48;154,728;107,486
"11";854,11;1,054;217,026;71;1,126;140,284;0,766;0,25;0,128;0,104;648,126;582,554;220,314;108,606;85,662;1600,606;1,072;218,978;71,6;1,112;141,832;0,768;0,26;0,114;0,102;1271,452;1119,9;382,63;214,73;179,46
"12";1244,842;1,044;217,042;71,8;1,108;137,9;0,766;0,246;0,124;0,108;972,708;858,944;264,906;170,714;135,202;1619,046;1,074;212,68;72,6;1,128;138,354;0,756;0,256;0,106;0,094;1241,258;1073,676;394,274;194,218;166,216
"13";1386,314;1,092;202,908;74;1,122;132,85;0,714;0,296;0,09;0,078;964,84;859,792;460,504;115,91;94,222;928,026;1,046;216,428;70,2;1,124;139,374;0,766;0,244;0,104;0,102;735,064;637,746;212,5;113,912;97,726
"14";1327,75;0,994;207,608;68,2;1,11;132,744;0,726;0,28;0,092;0,088;988,992;839,518;324,302;129,246;102,448;1007,412;0,946;217,086;64,4;1,11;135,13;0,76;0,276;0,118;0,102;767,742;688,04;288,748;126,48;98,062
"15";1053,016;1,096;221,558;72,4;1,172;142,772;0,78;0,262;0,122;0,112;854,346;707,732;244,684;148,324;125,59;722,288;1,084;213,666;74;1,116;137,654;0,764;0,262;0,12;0,096;548,954;492,138;176,552;88,32;71,882
"16";1816,714;1,102;234,16;71,6;1,144;147,908;0,804;0,278;0,148;0,126;1512,098;1314,132;476,834;310,934;257,952;1089,898;1,072;211,834;72,8;1,126;136,414;0,752;0,278;0,114;0,1;820,098;722,9;330,476;109,478;96,352
"17";486,23;1,046;212,224;72,2;1,092;136,79;0,736;0,276;0,116;0,106;377,3;321,578;128,084;59,354;48,274;833,626;1,044;217,662;70,4;1,08;137,338;0,76;0,264;0,134;0,116;648,806;567,342;230,878;106,344;83,558
