"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";415,826;0,952;199,754;67,4;0,972;129,446;0,696;0,266;0,098;0,1;294,516;300,484;102,634;45,496;45,688;49,098;0,956;199,196;71;0,994;129,1;0,686;0,288;0,108;0,094;31,05;36,4;13,4;3,958;3,928
"2";1040,35;1,044;215,688;72;1,102;136,662;0,758;0,26;0,102;0,09;802,286;721,254;256,13;114,312;96,326;545,294;0,97;211,264;70,4;0,974;134,962;0,722;0,276;0,118;0,124;422,956;416,774;140,674;79,154;83,374
"3";544,13;1,04;208,892;71,2;1,052;134,598;0,73;0,282;0,112;0,104;411,164;389,234;137,486;74;69,28;644,376;1,018;213,548;71,4;1,05;137,732;0,742;0,278;0,112;0,1;481,064;445,804;189,014;69,724;64,552
"4";390,786;0,974;209,88;68,6;1,002;137,434;0,728;0,234;0,104;0,108;293,304;284,388;90,102;43,658;44,524;166,802;0,96;194,322;72,4;1,026;127,666;0,69;0,266;0,08;0,084;118,72;122,062;38,108;18,708;19,968
"5";1456,62;0,988;207,344;69,8;1,032;133,974;0,722;0,306;0,094;0,096;1026,44;985,504;456,582;115,83;111,526;439,59;1,064;221,886;70,6;1,144;143,272;0,774;0,246;0,126;0,108;346,582;309,566;84,184;70,946;55,12
"6";708,892;0,916;207,528;64,8;1,058;133,736;0,724;0,282;0,096;0,098;520,88;465,58;191,87;64,738;58,384;804,424;1,028;210,348;72,2;1,096;133,438;0,744;0,254;0,108;0,104;603,45;552,066;187,284;93,854;87,268
"7";644,054;0,982;195,59;71;1,01;125,102;0,688;0,294;0,082;0,08;446,602;433,742;189,084;54,406;53,978;1864,26;1,082;219,264;73;1,132;140,38;0,756;0,29;0,114;0,096;1443,424;1235,278;515,496;230,762;184,808
"8";260,59;1,028;210,54;72,8;1,028;138,942;0,728;0,318;0,098;0,1;192,892;187,212;80,422;27,332;26,262;827,452;1,104;224,156;74;1,148;144,09;0,786;0,274;0,116;0,098;664,828;568,342;193,334;105,268;88,48
"9";1623,546;1,022;216,452;70,4;1,114;138,204;0,758;0,284;0,118;0,102;1249,31;1119,372;450,508;214,278;173,538;863,148;1,05;220,032;72,6;1,102;142,448;0,768;0,27;0,11;0,096;702,796;596,874;191,536;119,452;95,01
"10";247,808;0,966;202,508;69,4;0,954;131,902;0,688;0,302;0,118;0,11;175,904;180,984;73,792;33,382;30,584;105,97;0,834;183,174;64;0,846;118,452;0,626;0,244;0,082;0,12;69,174;76,108;27,482;9,464;12,054
"11";811,996;0,984;210,914;66,8;1,092;136,27;0,744;0,236;0,108;0,092;607,474;558,344;183,596;94,508;78,39;525,854;1,012;205,56;71,2;1,004;134,93;0,714;0,294;0,09;0,09;372,186;371,092;165,708;43,542;44,024
"12";1337,308;1,096;216,708;72,8;1,154;138,148;0,76;0,286;0,118;0,096;1065,622;884,308;382,304;176,098;134,892;1660,384;1,072;216,358;72,2;1,12;139,124;0,76;0,288;0,106;0,092;1296,142;1123,706;441,904;194,428;158,31
"13";150,316;1,044;210,164;71,2;1,064;139,426;0,724;0,25;0,106;0,098;112,05;103,12;33,382;18,612;15,406;211,346;0,982;204,682;69,8;0,99;134,638;0,702;0,264;0,092;0,1;148,964;151,436;55,508;19,652;21,572
"14";185,618;0,856;170,304;69,2;0,862;111,94;0,606;0,274;0,07;0,098;124,172;128,378;56,362;14,2;16,192;71,024;0,946;209,142;67,4;1,032;139,018;0,726;0,196;0,114;0,116;52,322;53,856;11,244;9,254;8,246
"15";541,114;1,042;219,128;71;1,068;141,5;0,76;0,286;0,11;0,104;429,412;393,382;151,48;71,914;65,14;101,628;0,96;189,192;67,6;0,946;123,342;0,658;0,272;0,082;0,082;72,606;73,214;26,55;12,074;10,642
"16";127,23;0,936;194,406;69,4;0,93;130,396;0,664;0,296;0,09;0,114;92,24;91,626;35,136;14,32;15,862;224,124;1,186;242,916;74,8;1,304;157,626;0,842;0,282;0,14;0,112;202,372;147,824;60,16;34,42;26,21
