"";"x"
"1";"https://www.vlr.gg/180749/s2g-esports-vs-stanbul-wildcats-challengers-league-turkey-birlik-split-1-qf"
"2";"https://www.vlr.gg/164496/acend-vs-nom-esports-challengers-league-east-surge-split-1-w6"
"3";"https://www.vlr.gg/167909/team-liquid-brazil-vs-jelly-e-amigas-game-changers-2023-brazil-series-1-qualifier-3-gf"
"4";"https://www.vlr.gg/180756/gmt-esports-vs-macko-esports-challengers-league-italy-rinascimento-split-1-lr1"
"5";"https://www.vlr.gg/180750/papara-supermassive-vs-galatasaray-esports-challengers-league-turkey-birlik-split-1-qf"
"6";"https://www.vlr.gg/164500/zero-tenacity-vs-enterprise-esports-challengers-league-east-surge-split-1-w6"
