"";"x"
"1";"https://www.vlr.gg/188335/le-crapaud-vs-arf-team-challengers-league-indonesia-split-2-r7"
"2";"https://www.vlr.gg/209025/dplus-esports-vs-gwangju-shadow-world-cyber-games-challengers-league-korea-split-2-ubsf"
"3";"https://www.vlr.gg/193285/funcrew-vs-mammoth-esc-challengers-league-oceania-split-2-group-stage-w7"
"4";"https://www.vlr.gg/204440/attacking-soul-esports-vs-edward-gaming-fgc-valorant-invitational-2023-act-2-ubsf"
"5";"https://www.vlr.gg/188336/alter-ego-vs-hike-digital-esports-challengers-league-indonesia-split-2-r7"
"6";"https://www.vlr.gg/209026/maru-gaming-vs-nongshim-redforce-world-cyber-games-challengers-league-korea-split-2-ubsf"
"7";"https://www.vlr.gg/193286/koopa-troopas-vs-xyz-challengers-league-oceania-split-2-group-stage-w7"
"8";"https://www.vlr.gg/204441/bilibili-gaming-vs-funplus-phoenix-fgc-valorant-invitational-2023-act-2-ubsf"
"9";"https://www.vlr.gg/204052/medal-esports-vs-aster-army-challengers-league-south-asia-split-2-w4"
"10";"https://www.vlr.gg/184058/team-heretics-vs-team-vitality-champions-tour-2023-emea-league-w8"
"11";"https://www.vlr.gg/184059/karmine-corp-vs-giants-gaming-champions-tour-2023-emea-league-w8"
