"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";657,036;0,982;195,736;70,8;1,008;125,25;0,69;0,296;0,08;0,082;456,57;444,168;191,572;56,882;56,334;1057,146;1,016;211,748;70,8;1,044;136,916;0,736;0,286;0,108;0,096;772,262;724,91;327,668;101,472;88,81;"1"
"2";1174,106;1,042;220,774;69,2;1,154;141,212;0,772;0,292;0,118;0,096;953,1;784,42;298,282;161,232;119,544;414,056;1,068;217,448;71,2;1,098;140,562;0,754;0,294;0,122;0,108;324,674;290,864;112,804;57,108;45,062;"1"
"3";2069,13;1,024;203,078;71,2;1,04;132,658;0,708;0,284;0,08;0,076;1449,17;1370,604;638,156;150,93;137,896;319,312;0,914;196,386;68,2;0,89;129,538;0,678;0,286;0,104;0,11;216,748;242,092;92,568;31,27;33,426;"1"
"4";1158,352;1,002;202,858;71,4;1,002;131,894;0,702;0,3;0,098;0,102;933,752;815,232;282,854;174,312;145,888;1315,728;1,102;221,932;73,2;1,186;140,996;0,786;0,254;0,116;0,092;1110,342;894,204;293,774;195,922;142,342;"1"
"5";1056,57;1,05;226,666;71,6;1,114;144,27;0,794;0,24;0,128;0,11;845,876;746,924;242,404;136,538;110,984;589,388;1,038;209,078;71;1,05;134,934;0,73;0,284;0,114;0,106;448,222;422,87;149,26;82,328;75,594;"0"
"6";500,6;0,954;201,152;66,8;1,044;129,436;0,692;0,308;0,1;0,094;353,106;336,04;145,624;49,34;47,418;451,792;0,932;204,116;66,6;0,984;132,46;0,704;0,272;0,106;0,098;319,206;319,022;129,524;46,902;41,282;"1"
"7";336,388;0,99;200,696;69,8;0,958;130,822;0,69;0,316;0,1;0,1;237,232;244,838;108,288;34,95;35,546;253,774;1,018;209,086;71,2;1,004;135,976;0,722;0,308;0,108;0,098;187,744;182,094;73,628;30,262;25,116;"0"
"8";1341,552;1,044;220,748;71,4;1,088;139,972;0,768;0,282;0,114;0,1;1134,806;962,218;323,9;208,594;160,076;645,096;1,064;213,56;71,8;1,112;138,88;0,748;0,252;0,108;0,096;507,476;445,552;146,766;81,048;67,992;"1"
"9";769,5;1;209,44;70,4;1,014;136,666;0,732;0,284;0,104;0,106;568,936;554,176;215,72;83,38;81,184;579,322;1,002;203,9;70,6;0,986;134,184;0,704;0,294;0,09;0,094;409,622;410,65;180,11;48,168;50,122;"1"
"10";1670,032;0,896;205,578;62,4;1,092;128,992;0,732;0,248;0,112;0,102;1302,774;1136,982;361,564;230,318;178,076;1366,864;1,088;215,544;72,6;1,14;137,558;0,754;0,288;0,114;0,094;1083,086;908,982;386,072;180,542;140,056;"0"
"11";669,734;0,904;202,866;62,4;1,09;125,206;0,72;0,256;0,098;0,08;528,398;443,894;165,082;78,982;60,504;1588,22;1,094;236,23;71,4;1,224;147,626;0,814;0,258;0,142;0,11;1321,87;1053,434;375,988;246,772;182,824;"0"
