"";"x"
"1";"https://www.vlr.gg/195667/jijiehao-vs-trace-esports-fgc-valorant-invitational-2023-act-2-qualifiers-ro16"
"2";"https://www.vlr.gg/195668/tyloo-vs-kunpeng-gaming-fgc-valorant-invitational-2023-act-2-qualifiers-ro16"
"3";"https://www.vlr.gg/188331/hike-digital-esports-vs-arf-team-challengers-league-indonesia-split-2-r6"
"4";"https://www.vlr.gg/193894/dplus-esports-vs-slt-seongam-world-cyber-games-challengers-league-korea-split-2-w1"
"5";"https://www.vlr.gg/189031/mvp-esports-vs-rambutan-ni-tatay-challengers-league-philippines-split-2-regular-season-w3"
"6";"https://www.vlr.gg/194334/syko-vs-team-big-baam-challengers-league-vietnam-split-2-d6"
"7";"https://www.vlr.gg/193895/gwangju-shadow-vs-our-growth-story-world-cyber-games-challengers-league-korea-split-2-w1"
"8";"https://www.vlr.gg/195669/douyu-gaming-vs-royal-never-give-up-fgc-valorant-invitational-2023-act-2-qualifiers-ro16"
"9";"https://www.vlr.gg/188332/boom-esports-vs-dominatus-challengers-league-indonesia-split-2-r6"
"10";"https://www.vlr.gg/194335/the-mad-men-vs-twokay-challengers-league-vietnam-split-2-d6"
"11";"https://www.vlr.gg/188030/bleed-vs-teo-teo-teo-challengers-league-malaysia-singapore-split-2-d7"
"12";"https://www.vlr.gg/189032/zol-esports-vs-oasis-gaming-challengers-league-philippines-split-2-regular-season-w3"
"13";"https://www.vlr.gg/191768/edward-gaming-vs-funplus-phoenix-fgc-valorant-invitational-2023-act-1-ubsf"
"14";"https://www.vlr.gg/195670/invincible-gaming-vs-invictus-gaming-fgc-valorant-invitational-2023-act-2-qualifiers-ro16"
"15";"https://www.vlr.gg/188031/bikini-bottom-pratahouse-vs-todak-challengers-league-malaysia-singapore-split-2-d7"
"16";"https://www.vlr.gg/183949/natus-vincere-vs-team-heretics-champions-tour-2023-emea-league-w3"
"17";"https://www.vlr.gg/193158/evil-geniuses-gc-vs-moist-moguls-red-game-changers-2023-series-i-north-america-main-event-lr2"
"18";"https://www.vlr.gg/183560/globant-emerald-team-vs-undead-gaming-fem-game-changers-2023-latin-america-split-1-round-robin"
"19";"https://www.vlr.gg/193552/oddik-vs-keyd-stars-challengers-league-brazil-split-2-w2"
"20";"https://www.vlr.gg/183573/leviat-n-game-changers-vs-akave-girls-game-changers-2023-latin-america-split-1-round-robin"
"21";"https://www.vlr.gg/193159/complexity-gx3-vs-xset-game-changers-2023-series-i-north-america-main-event-lr2"
