"";"x"
"1";"https://www.vlr.gg/186284/le-crapaud-vs-90-kg-challengers-league-indonesia-split-2-decider-a"
"2";"https://www.vlr.gg/186362/gelida-esports-vs-capybara-challengers-league-thailand-split-2-elim"
"3";"https://www.vlr.gg/186289/hike-digital-esports-vs-arcane-challengers-league-indonesia-split-2-decider-b"
"4";"https://www.vlr.gg/186361/crit-esports-vs-thailand-attitude-challengers-league-thailand-split-2-winners"
"5";"https://www.vlr.gg/183564/leviat-n-game-changers-vs-fusion-x-game-changers-2023-latin-america-split-1-round-robin"
