"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"16";353,95;1,046;199,58;73;1,07;131,696;0,704;0,3;0,088;0,08;241,066;236,54;110,904;27,404;26,054;1194,986;1,072;208,29;74,4;1,068;136,308;0,722;0,322;0,09;0,084;969,472;791,376;345,41;149,442;119,158
"17";1567,548;1,098;237,176;71,4;1,232;148,23;0,82;0,256;0,146;0,11;1307,68;1038,744;372,842;244,69;180,358;1502,612;1,054;214,764;71,8;1,16;136,296;0,76;0,25;0,112;0,102;1159,556;972,56;370,272;167,616;137,392
"18";480,28;1,112;219,738;74,2;1,166;141,724;0,776;0,296;0,116;0,1;368,196;322,406;141,312;53,478;47,144;518,73;1,106;224,57;73,4;1,17;144,986;0,784;0,266;0,128;0,094;407,96;350,05;141,708;60,19;46,804
"19";797,67;1,064;206,276;74;1,098;133,806;0,732;0,272;0,102;0,092;594,224;519,67;244,318;77,658;67,488;208,914;1,066;215,364;74;1,108;138,802;0,766;0,292;0,11;0,088;161,128;137,488;55,04;21,042;18,032
"20";846,372;1,164;235,918;74,6;1,25;151,294;0,834;0,258;0,112;0,102;724,668;579,17;183,11;129,444;94,144;490,764;1,1;215,272;73;1,134;139,314;0,748;0,316;0,11;0,098;397,338;328,588;138,762;72,566;50,126
"21";350,556;1,054;218,932;72;1,11;142,076;0,776;0,25;0,128;0,112;274,72;246,56;78,936;49,822;43,482;960,374;1,176;237,438;74,6;1,248;150,57;0,842;0,266;0,134;0,094;897,276;656,28;186,24;176,49;110,564
"22";1330,74;1,014;204,342;71,4;1,064;128,776;0,718;0,286;0,102;0,092;972,744;898,718;349,088;148,498;126,076;1356,422;1,028;212,834;71,4;1,08;136,088;0,734;0,288;0,118;0,102;1011,806;904,678;397,94;157,808;128,906
"23";2713,09;1,142;223,756;74,4;1,236;143,612;0,798;0,27;0,112;0,084;2268,244;1772,412;661,512;342,464;246,442;1739,82;1,05;209,18;72,4;1,042;135,758;0,722;0,306;0,104;0,098;1265,482;1198,172;539,324;185,31;169,112
"24";680,268;1,018;205,26;72;1,022;133,53;0,714;0,312;0,09;0,092;499,262;473,524;246,918;72,074;68,476;576,396;1,038;213,344;72,4;1,09;137,932;0,744;0,272;0,114;0,112;443,366;386,182;153,45;68,388;57,302
"25";847,63;1,004;201,098;71,6;1,016;129,226;0,698;0,298;0,092;0,096;619,718;585,564;234,59;88,712;86,036;732,114;1,058;214,112;71,8;1,088;139,154;0,742;0,282;0,108;0,094;547,942;493,162;195,338;76,932;68,87
"26";2380,166;1,084;223,07;73;1,16;140,244;0,788;0,246;0,122;0,1;1900,152;1607,904;571,254;304,734;229,692;2252,59;1,058;218,45;71,6;1,124;140,678;0,768;0,272;0,104;0,096;1769,176;1511,174;633,114;230,472;191,726
