"";"x"
"1";"https://www.vlr.gg/237274/zeta-division-vs-team-secret-champions-tour-2023-pacific-last-chance-qualifier-gf"
"2";"https://www.vlr.gg/235368/giants-gaming-vs-natus-vincere-champions-tour-2023-emea-last-chance-qualifier-gf"
"3";"https://www.vlr.gg/232735/kr-esports-vs-leviat-n-champions-tour-2023-americas-last-chance-qualifier-gf"
