"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";1185,358;1;210,956;70,4;1,072;136,104;0,736;0,272;0,108;0,096;860,238;797,182;334,27;112,418;104,08;1134,336;1,136;218,71;73,6;1,164;138,292;0,762;0,26;0,12;0,096;885,034;736,514;279,182;142,656;108,66
"2";1191,532;1,028;208,544;71,2;1,062;132,62;0,728;0,284;0,104;0,1;921,94;827,548;282,166;151,45;133,232;836,176;1,002;203,306;72;1,054;129,642;0,716;0,26;0,11;0,102;662,308;554,452;158,676;145,484;110,114
"3";1132,334;1;211,558;68,4;1,118;135,396;0,74;0,28;0,102;0,094;864,406;748,918;295,262;117,784;100,13;1383,95;1,12;225,556;74,2;1,192;142,948;0,79;0,264;0,12;0,096;1127,126;930,96;346,986;180,384;137,76
"4";564,42;0,956;200,72;70;0,952;130,324;0,696;0,296;0,114;0,116;403,372;411,546;147,082;72,44;68,49;388,726;0,988;200,606;71,2;1,004;132,954;0,702;0,254;0,098;0,108;281,844;264,98;100,428;35,506;34,332
"5";959,52;1,104;222,046;72,4;1,154;143,932;0,776;0,266;0,12;0,1;756,4;638,116;238,3;121,658;97,982;929,734;1,018;209,93;69,4;1,078;135,232;0,74;0,252;0,112;0,102;690,352;634,02;241,284;103,562;93,398
"6";1783,844;1,072;211,752;72,8;1,124;137,738;0,748;0,256;0,106;0,098;1367,008;1183,756;421,266;216,106;186,88;1294,154;1,044;216,908;71,8;1,11;138,088;0,764;0,246;0,12;0,106;1012,88;891,5;274,714;177,834;140,882
"7";2572,252;1,098;228,116;71,2;1,166;145,814;0,802;0,222;0,132;0,11;2218,044;1782,074;491,314;408,628;310,774;2124,968;1,124;225,802;73,8;1,18;143,952;0,796;0,256;0,126;0,1;1806,268;1445,804;475,704;328,64;239,084
"8";531,522;0,972;204,718;69,8;0,974;132,35;0,706;0,278;0,12;0,116;387,722;389,176;132,922;74,062;67,412;348,04;0,976;201,638;70,4;0,978;132,974;0,704;0,27;0,088;0,102;246,45;247,526;94,474;30,412;33,116
"9";1456,476;1,076;201,742;73,8;1,096;132,19;0,712;0,298;0,088;0,078;1012,222;914,242;476,266;122,466;103,266;1223,602;1,056;214,284;72;1,086;138,808;0,754;0,284;0,1;0,09;954,892;849,516;309,87;145,406;118,054
"10";1400,912;0,998;205,86;67,8;1,056;133,982;0,718;0,276;0,106;0,1;1096,816;972,182;334,41;185,714;154,75;904,884;1,004;206,64;69,8;1,056;133,34;0,734;0,254;0,094;0,086;650,472;630,05;232,342;82,216;72,778
"11";652,134;0,972;199,628;69,2;0,966;131,32;0,696;0,28;0,098;0,11;471,656;463,14;194,494;68,146;71,472;300,878;0,964;198,448;70;0,954;128,296;0,692;0,312;0,102;0,104;205,382;210,242;83,77;23,308;22,358
"12";945,94;1,118;224,36;72,8;1,186;145,534;0,786;0,278;0,12;0,094;740,876;630,544;263,07;109,71;80,686;956,528;1,016;207,242;71;1,038;133,744;0,724;0,256;0,102;0,1;701,33;666,98;242,23;100,644;96,56
"13";627,646;0,992;207,478;69,6;1,052;132,934;0,728;0,26;0,112;0,096;476,106;424,466;154,278;80,432;62,236;696,25;1,046;205,202;71,8;1,056;132,956;0,716;0,282;0,106;0,096;550,574;474,746;175,698;91,06;70,512
"14";483,428;0,912;195,194;67,6;0,936;128,372;0,678;0,248;0,108;0,118;348,296;340,536;106,568;51,946;46,788;645,374;0,988;209,26;70,2;1,002;135,028;0,732;0,28;0,118;0,114;495,5;480,472;166,3;91,352;82,862
"15";1572,29;1,164;226,04;75,4;1,234;147,366;0,792;0,316;0,106;0,084;1162,314;977,768;547,13;133,43;101,972;219,144;1;197,566;70;0,966;128,914;0,684;0,322;0,088;0,098;154,64;155,334;64,218;20,182;19,916
"16";503,318;1,01;204,98;70,2;1,046;131,642;0,726;0,274;0,098;0,112;371,138;347,014;134,246;51,932;54,358;633,588;1,004;209,37;69,4;1,036;136,04;0,736;0,266;0,098;0,098;465,768;441,126;168,048;59,012;59,468
"17";1725,76;1,04;203,802;72,8;1,046;133,292;0,712;0,308;0,088;0,086;1225,232;1132,68;597,114;146,828;122,174;1855,94;1,096;225,814;72,8;1,166;143,568;0,786;0,25;0,12;0,106;1501,42;1250,428;410,78;274,562;210,422
"18";1359,584;1,046;216,302;71,6;1,126;139,07;0,762;0,238;0,112;0,098;1040,43;922,114;313,19;157,772;137,16;959,238;1,016;218,716;69,2;1,084;139,644;0,764;0,268;0,118;0,108;740,748;664,558;252,64;105,196;92,592
"19";655,532;0,998;208,992;69,8;1,012;134,34;0,728;0,244;0,12;0,118;485,542;474,802;157,65;89,77;80,252;1217,474;1;206,274;70;1,012;133,97;0,72;0,286;0,1;0,102;898,156;864,376;320,72;140,31;131,226
"20";571,46;0,834;190,628;61,8;0,922;123,89;0,668;0,24;0,094;0,098;431,482;408,412;124,29;77,976;74,718;1069,412;1,096;220,766;72,2;1,168;142,292;0,778;0,268;0,122;0,11;863,482;718,064;254,328;149,088;126,884
"21";945,512;1,046;214,696;70,6;1,104;138,826;0,756;0,256;0,122;0,106;708,026;649,164;248,22;116,708;96,11;1754,318;1,026;204,8;70,6;1,046;133,108;0,706;0,27;0,098;0,086;1271,454;1171,19;444,758;176,512;140,664
"22";1382,994;1,002;206,922;68,8;1,104;132,23;0,726;0,286;0,092;0,086;1034,842;873,578;336,408;135,476;108,23;793,77;0,998;206,156;69,2;1,044;133,892;0,722;0,236;0,106;0,1;579,77;550,718;187,094;88,804;81,672
"23";1610,622;1,08;226,126;71,8;1,154;144,888;0,796;0,234;0,124;0,108;1342,04;1118,952;310,274;237,62;188,366;1701,732;1,086;219,898;72,2;1,182;141,862;0,774;0,308;0,102;0,084;1355,932;1112,67;538,32;179,934;134,86
"24";783,95;1,092;214,058;74,2;1,124;138,226;0,764;0,262;0,118;0,096;599,694;530,246;196,43;95,552;76,278;526,682;0,99;204,656;70,8;1,004;133,882;0,716;0,272;0,106;0,106;383,916;366,7;132,092;56,854;51,368
"25";821,274;1,02;200,024;70,8;1,06;129,4;0,71;0,258;0,086;0,086;617,448;539,17;196,376;82,316;59,93;1010,182;0,95;216,326;65;1,104;134,92;0,758;0,276;0,118;0,102;768,488;690,04;290,088;126,44;98,74
"26";478,324;1,026;211,818;70,4;1,062;137,348;0,742;0,254;0,116;0,104;367,436;337,006;117,822;64,614;53,322;1115,66;0,99;207,788;70;1,03;135,124;0,726;0,224;0,116;0,104;939,908;794,472;187,438;184,83;140,278
"27";1385,572;1,034;215,452;71,8;1,052;138,372;0,744;0,292;0,12;0,112;1049,66;967,31;451,384;157,178;138,406;522,766;1,004;213,912;70,4;1,028;138,806;0,75;0,24;0,118;0,112;396,334;374,888;120,49;60,716;54,422
"28";1577,154;1,102;230,604;72,8;1,168;148,116;0,798;0,33;0,116;0,102;1242,698;1060,97;551,384;161,852;133,062;1073,092;1,056;221,938;72;1,152;141,134;0,79;0,236;0,126;0,106;921,01;739,492;204,508;164,648;124,742
