"";"x"
"1";"https://www.vlr.gg/235558/bilibili-gaming-vs-edward-gaming-champions-tour-2023-champions-china-qualifier-uf"
"2";"https://www.vlr.gg/237649/acend-vs-gentle-mates-champions-tour-2023-emea-ascension-ubsf"
"3";"https://www.vlr.gg/237650/apeks-vs-saw-champions-tour-2023-emea-ascension-ubsf"
"4";"https://www.vlr.gg/221963/cruzados-esports-fem-vs-kr-blaze-game-changers-2023-latin-america-split-1-round-robin"
"5";"https://www.vlr.gg/221975/skull-cracker-quartz-vs-leviat-n-gc-game-changers-2023-latin-america-split-1-round-robin"
