"";"x"
"1";"https://www.vlr.gg/209075/philippines-vs-indonesia-32nd-southeast-asian-games-sf"
"2";"https://www.vlr.gg/207168/fennel-vs-crest-gaming-zst-challengers-league-japan-split-2-lr1"
"3";"https://www.vlr.gg/209076/vietnam-vs-singapore-32nd-southeast-asian-games-sf"
"4";"https://www.vlr.gg/207169/crazy-raccoon-vs-northeption-challengers-league-japan-split-2-lr1"
"5";"https://www.vlr.gg/193279/guangzhou-long-lionz-vs-nerdpunt-challengers-league-oceania-split-2-group-stage-w6"
"6";"https://www.vlr.gg/204424/kingzone-vs-night-wings-gaming-fgc-valorant-invitational-2023-act-2-elim-c"
"7";"https://www.vlr.gg/193280/xyz-vs-mammoth-esc-challengers-league-oceania-split-2-group-stage-w6"
"8";"https://www.vlr.gg/204429/gank-gaming-vs-dragon-ranger-gaming-fgc-valorant-invitational-2023-act-2-elim-d"
"9";"https://www.vlr.gg/204045/godlike-esports-vs-medal-esports-challengers-league-south-asia-split-2-w3"
"10";"https://www.vlr.gg/184038/koi-vs-fnatic-champions-tour-2023-emea-league-w4"
"11";"https://www.vlr.gg/184052/giants-gaming-vs-team-vitality-champions-tour-2023-emea-league-w7"
"12";"https://www.vlr.gg/196152/g2-esports-vs-faze-clan-challengers-league-north-america-w4"
"13";"https://www.vlr.gg/202345/reta-esports-vs-fusion-challengers-league-latam-north-ace-split-2-w3"
"14";"https://www.vlr.gg/193570/red-canids-vs-oddik-challengers-league-brazil-split-2-w6"
"15";"https://www.vlr.gg/196153/tsm-vs-turtle-troop-challengers-league-north-america-w4"
