"";"x"
"1";"https://www.vlr.gg/220844/naos-vs-scarz-champions-tour-2023-pacific-ascension-playoffs-sf"
"2";"https://www.vlr.gg/235556/trace-esports-vs-bilibili-gaming-champions-tour-2023-champions-china-qualifier-ubsf"
"3";"https://www.vlr.gg/220845/bleed-vs-boom-esports-champions-tour-2023-pacific-ascension-playoffs-sf"
"4";"https://www.vlr.gg/232898/m80-vs-9z-team-champions-tour-2023-americas-ascension-lr2"
