"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";1366,558;1,122;226,134;74,2;1,196;143,21;0,79;0,264;0,12;0,094;1117,296;919,854;339,712;179,7;136,764;1679,332;1,122;221,782;74,4;1,248;139,078;0,782;0,29;0,12;0,098;1305,798;1050,038;468,112;208,358;167,174
"2";1922,516;1,062;210,3;73;1,08;134,494;0,734;0,282;0,104;0,098;1509,76;1328,348;508,03;250,978;211,47;1018,134;0,994;202,338;71,2;0,992;131,658;0,704;0,292;0,098;0,102;817,968;719,484;243,75;153,052;129,058
"3";457,536;1,03;203,174;72;1,05;133,282;0,716;0,266;0,094;0,094;331,538;312,782;110,032;49,974;44,1;211,47;1,006;199,694;73,6;1,002;130,47;0,702;0,326;0,102;0,104;158,834;146,336;57,07;23,61;21,678
"4";1694,846;1,044;219,01;70,8;1,124;141,09;0,766;0,286;0,11;0,096;1265,392;1136,7;487,162;194,25;161,696;868,534;1,062;219,25;72,2;1,108;139,098;0,772;0,278;0,11;0,1;693,594;609,162;225,306;111,442;95,804
"5";686,348;1,022;210,364;71,6;1,082;133,814;0,748;0,286;0,112;0,092;639,136;509,362;136,37;139,87;96,226;334,478;0,984;201,47;71,8;1,01;133,47;0,706;0,25;0,102;0,108;240,34;229,008;89,446;29,884;30,034
"6";1192,968;1,004;206,85;70,2;1,014;134,268;0,722;0,286;0,102;0,102;883,192;846,24;312,936;138,822;129,394;1268,938;1,046;217,13;72;1,112;138,132;0,766;0,244;0,122;0,108;994,856;874,164;269,548;174,438;137,456
"7";499,074;0,982;206,21;70;0,986;133,032;0,712;0,272;0,116;0,118;367,146;364,476;123,726;69,806;64,206;921,212;1,032;207,56;72;1,044;132,654;0,714;0,312;0,108;0,098;631,734;616,222;338,8;77,836;73,362
"8";1437,482;1,078;201,76;73,6;1,104;132,174;0,71;0,296;0,088;0,078;997,698;899,854;471,844;120,72;100,918;1015,014;1,046;215,666;70,2;1,118;138,894;0,76;0,248;0,104;0,098;801,326;694,732;234,044;123,996;105,678
"9";2112,844;1,076;211,654;73,6;1,102;137,058;0,742;0,298;0,11;0,094;1562,56;1404,752;651,434;219,306;176,138;880,192;1,008;207,326;70;1,062;133,674;0,736;0,254;0,094;0,084;633,014;610,724;227,568;79,802;69,452
"10";969,75;1,06;211,106;72,6;1,102;135,032;0,744;0,278;0,102;0,086;738,764;647,894;238,176;111,958;93,224;820,502;0,986;210,452;67;1,084;136,048;0,742;0,238;0,108;0,094;613,238;564,78;186,174;95,312;79,426
