"";"x"
"1";"https://www.vlr.gg/220297/fut-esports-vs-evil-geniuses-champions-tour-2023-masters-tokyo-opening-b"
"2";"https://www.vlr.gg/220296/drx-vs-attacking-soul-esports-champions-tour-2023-masters-tokyo-opening-b"
"3";"https://www.vlr.gg/220292/edward-gaming-vs-t1-champions-tour-2023-masters-tokyo-opening-a"
"4";"https://www.vlr.gg/213639/saw-vs-gtz-esports-challengers-league-portugal-tempest-split-2-gf"
"5";"https://www.vlr.gg/217616/acend-vs-enterprise-esports-challengers-league-east-surge-split-2-gf"
