"";"x"
"1";"https://www.vlr.gg/170961/crazy-raccoon-vs-fennel-challengers-league-japan-split-1-gf"
"2";"https://www.vlr.gg/179484/team-smg-gc-vs-orangutan-x-game-changers-2023-asia-pacific-open-1-playoffs-gf"
"3";"https://www.vlr.gg/185096/dragon-ranger-gaming-vs-weibo-gaming-fgc-valorant-invitational-2023-act-1-qualifiers-uf"
"4";"https://www.vlr.gg/186280/alter-ego-vs-90-kg-challengers-league-indonesia-split-2-opening-a"
"5";"https://www.vlr.gg/186281/hero-zero-anubis-vs-le-crapaud-challengers-league-indonesia-split-2-opening-a"
"6";"https://www.vlr.gg/185097/night-wings-gaming-vs-douyu-gaming-fgc-valorant-invitational-2023-act-1-qualifiers-lr1"
"7";"https://www.vlr.gg/186286/hike-digital-esports-vs-tiger-wong-esports-challengers-league-indonesia-split-2-opening-b"
"8";"https://www.vlr.gg/185886/gods-reign-vs-velocity-gaming-challengers-league-south-asia-split-1-w1"
"9";"https://www.vlr.gg/184369/the-union-vs-keyd-stars-challengers-league-brazil-split-1-gf"
"10";"https://www.vlr.gg/179506/reta-esports-vs-19esports-challengers-league-latam-north-ace-split-1-w3"
