"";"x"
"1";"https://www.vlr.gg/237269/zeta-division-vs-rex-regum-qeon-champions-tour-2023-pacific-last-chance-qualifier-ubsf"
"2";"https://www.vlr.gg/237270/team-secret-vs-gen-g-champions-tour-2023-pacific-last-chance-qualifier-ubsf"
"3";"https://www.vlr.gg/235365/natus-vincere-vs-koi-champions-tour-2023-emea-last-chance-qualifier-ubsf"
"4";"https://www.vlr.gg/235366/giants-gaming-vs-karmine-corp-champions-tour-2023-emea-last-chance-qualifier-ubsf"
