"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";789,11;1,014;208,67;71,6;1,04;133,124;0,734;0,292;0,106;0,098;715,772;581,892;164,614;153,286;106,978;694,69;1,01;208,042;70;1,086;135,124;0,732;0,278;0,112;0,102;521,324;456,598;203,22;77,192;64,024;"1"
"2";1350,852;1,024;210,124;71,8;1,078;133,866;0,732;0,278;0,122;0,108;1077,34;904,19;319,998;193,74;148,46;874,128;1,062;219,06;72,2;1,108;139,046;0,772;0,28;0,11;0,098;698,034;612,218;226,66;112,294;96,076;"1"
"3";1152,112;1,05;212,01;73;1,116;136,286;0,746;0,266;0,11;0,094;899,35;757,892;258,592;167,532;125,688;387,302;0,95;205,114;68,4;0,982;132,536;0,718;0,242;0,098;0,112;289,158;283,174;84,748;44,168;43,534;"1"
"4";1703,99;1,04;218,57;70,2;1,116;140,828;0,762;0,286;0,11;0,096;1269,392;1143,438;489,294;194,718;163,268;672,864;1,062;224,422;70,8;1,172;142,798;0,782;0,25;0,124;0,108;555,64;449,326;142,882;102,566;75,902;"1"
"5";1559,732;1,162;225,962;75,4;1,23;147,304;0,788;0,316;0,106;0,08;1153,03;970,188;543,044;131,496;101,07;633,826;0,972;200,164;69,6;0,97;131,59;0,696;0,28;0,098;0,112;458,57;449,928;187,754;66,366;69,51;"1"
"6";2540,124;1,09;227,96;71;1,162;145,72;0,8;0,22;0,134;0,112;2187,482;1762,26;484,876;403,23;308,498;1094,55;1,066;215,532;72,4;1,108;137,652;0,754;0,274;0,112;0,096;850,328;737,776;260,262;142,796;115,84;"1"
"7";517,168;0,976;205,648;70;0,98;132,862;0,712;0,274;0,118;0,118;379,096;378,142;128,816;72,256;65,89;904,924;1,016;210,136;69,4;1,078;135,42;0,742;0,25;0,11;0,102;672,248;616,656;233,696;100,612;90,182;"0"
"8";1033,628;1,046;215,528;70;1,116;138,838;0,76;0,246;0,108;0,098;815,294;707,622;237,566;126,87;107,008;481,88;1,018;205,95;70,6;1,054;132,332;0,724;0,274;0,1;0,112;357,688;331,008;128,444;50,456;51,738;"1"
"9";890,182;1,004;206,796;70;1,058;133,408;0,734;0,254;0,094;0,084;638,692;618,656;229,792;80,732;70,868;1843,05;1,092;225,74;72,6;1,166;143,502;0,788;0,252;0,122;0,106;1490,59;1242,51;407,864;272,646;209,676;"0"
"10";826,98;0,936;196,288;69;0,946;128,52;0,68;0,26;0,098;0,104;610,386;579,9;196,668;86,73;84,382;1357,202;1,02;217,32;70,2;1,05;139,412;0,76;0,234;0,132;0,118;1158,292;989,766;255,578;259,094;206,66;"0"
"11";943,182;1,102;222,088;72,4;1,148;143,908;0,774;0,266;0,12;0,1;742,93;629,076;234,462;119,752;96,44;219,568;1,002;196,498;69,6;0,962;128,546;0,678;0,32;0,088;0,096;154,436;155,222;65,15;19,766;19,568;"1"
"12";509,69;1,006;214,538;70,6;1,028;139,34;0,752;0,244;0,12;0,114;387,122;365,288;118,252;59,5;52,784;784,238;0,998;206,894;69,2;1,048;134,196;0,728;0,238;0,106;0,1;574,932;544,328;185,284;86,76;80,358;"0"
"13";1712,866;1,086;218,792;73,2;1,146;140,406;0,762;0,282;0,114;0,09;1372,902;1165,248;467,972;222,708;165,006;695,14;1,056;216,116;71,8;1,128;138,32;0,766;0,264;0,104;0,092;556,334;470,828;170,634;88,076;66,236;"1"
"14";553,442;0,84;191,964;62,2;0,93;124,736;0,672;0,238;0,092;0,094;417,48;394,966;120,352;75,404;72,638;531,204;0,986;203,954;70,2;1,002;133,57;0,716;0,266;0,106;0,106;387,26;369,968;132,06;57,738;51,934;"0"
"15";290,64;0,948;196,604;68,4;0,958;127,09;0,684;0,306;0,102;0,104;199,504;201,426;78,75;22,71;21,316;330,768;0,98;202,114;70,4;0,982;132,946;0,702;0,27;0,084;0,106;233,262;234,084;92,038;28,532;31,204;"0"
"16";1198,788;1,064;204,524;73,2;1,098;132,434;0,724;0,276;0,094;0,076;905,442;797,588;278,076;135,4;103,448;938,85;1,12;224,784;73;1,19;145,796;0,788;0,276;0,12;0,092;736,258;625,454;260,106;109,18;79,49;"1"
"17";1373,862;0,998;206,994;68,8;1,106;132,276;0,726;0,288;0,092;0,086;1028,268;867,74;335,01;134,318;107,126;1003,816;0,95;216,324;65;1,104;134,908;0,756;0,276;0,118;0,102;763,5;685,474;288,222;125,364;97,72;"1"
"18";804,998;1,018;214,886;69;1,062;139,88;0,746;0,268;0,108;0,106;622,554;566,092;215,58;95,7;89,006;1444,128;1,032;203,572;71,4;1,066;129,706;0,722;0,278;0,106;0,102;1058,264;965,65;390,876;155,63;137,916;"1"
"19";936,342;1,05;214,89;70,6;1,104;138,916;0,758;0,256;0,126;0,104;701,838;642,378;246,238;116,564;94,748;1617,766;1,072;218,37;71,4;1,11;141,58;0,766;0,262;0,114;0,104;1285,586;1133,312;384,168;217,946;181,47;"0"
"20";1372,34;1,032;215,314;71,6;1,046;138,284;0,742;0,288;0,12;0,112;1039,362;958,07;448,364;155,978;136,774;940,678;1,018;219,022;69;1,084;139,722;0,764;0,266;0,118;0,108;726,244;652,222;248,6;103,238;90,862;"1"
"21";2233,884;1,022;210,904;69,6;1,086;134,748;0,734;0,268;0,12;0,1;1721,078;1526,32;587,146;317,56;243,124;1042,142;1,01;214,716;69,4;1,07;138,568;0,742;0,294;0,114;0,1;753,358;708,504;308,404;107,552;90,852;"1"
"22";1714,746;0,974;214,836;68,4;1,106;134,99;0,742;0,284;0,11;0,094;1275,778;1136,972;508,088;172,224;129,886;1573,396;1,1;230,922;72,6;1,168;148,296;0,802;0,33;0,116;0,1;1238,95;1058,956;550,962;161,062;132,096;"0"
"23";1061,97;1,096;220,96;72,4;1,168;142,436;0,78;0,268;0,122;0,11;858,774;712,742;251,892;148,578;126,17;641,216;0,988;209,344;70;1,006;134,882;0,73;0,28;0,116;0,112;492,496;476,714;164,806;90,61;82,51;"1"
"24";1731,456;1,026;204,81;70,6;1,05;133,182;0,708;0,268;0,098;0,086;1255,126;1155,204;438,408;174,296;138,338;948,806;1,016;207,336;70,8;1,038;133,754;0,724;0,258;0,102;0,1;695,984;660,918;240,964;99,732;95,402;"0"
"25";803,83;1,034;197,976;71,8;1,068;127,23;0,706;0,276;0,084;0,084;598,516;525,214;206,188;78,198;57,602;687,538;1,05;206,054;72;1,062;133,474;0,722;0,282;0,106;0,094;543,812;468,214;173,134;89,99;69,748;"0"
"26";893,814;1,012;220,12;70,2;1,076;141,132;0,766;0,274;0,126;0,118;693,616;634,956;195,522;118,708;106,232;839,006;1,018;198,868;71;1,008;129,488;0,688;0,288;0,088;0,088;619,722;589,402;216,356;110,074;95,428;"1"
"27";457,756;1,03;212,354;70,2;1,068;137,846;0,744;0,258;0,12;0,102;350,38;322,716;114,526;61,9;51,222;762,234;1,094;214,308;74,2;1,126;138,308;0,764;0,264;0,12;0,098;583,32;515,574;190,802;93,538;74,084;"0"
"28";616,88;1;208,424;70;1,062;133,568;0,732;0,258;0,112;0,098;469,944;415,732;150,76;79,772;61,246;1344,08;1,046;216,644;71,6;1,13;139,258;0,762;0,238;0,112;0,098;1029,942;913,196;309,222;156,33;135,846;"0"
"29";1068,29;1,058;222,814;72;1,158;141,592;0,794;0,238;0,128;0,106;919,288;735,554;203,276;164,684;124,044;1706,388;1,084;220,236;72,2;1,186;142,028;0,776;0,308;0,102;0,084;1360,526;1114,38;540,868;180,076;134,362;"0"
