"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1404,88;1,074;217,862;72,6;1,126;140,598;0,766;0,286;0,114;0,106;1167,34;982,316;358,646;210,752;168,368;1285,068;0,996;203,178;71,4;0,998;131,67;0,704;0,304;0,1;0,102;1033,002;908,664;316,408;187,43;158,08;"1"
"2";1308,336;1,036;208,956;72;1,07;133,362;0,732;0,292;0,104;0,098;1009,38;908,55;323,312;161,596;139,704;778,65;1,02;208,632;70,6;1,056;135,518;0,736;0,264;0,104;0,098;593,14;544,214;189,336;90,706;82,446;"0"
"3";704,684;1,134;221,38;75,2;1,188;143,51;0,782;0,306;0,118;0,096;557,944;462,772;208,524;86,922;67,386;639,68;1,086;212,386;72,6;1,102;137,622;0,74;0,316;0,11;0,094;502,726;431,068;186,374;88,554;65,402;"1"
"4";649,35;1,032;202,258;72,8;1,044;131,85;0,706;0,284;0,094;0,094;467,352;446,302;166,75;69,598;68,612;447,94;1,074;213,662;73,2;1,106;139,344;0,754;0,27;0,116;0,098;342,996;304,088;116,52;58,586;45,716;"0"
"5";376,102;0,96;190,196;70;0,966;122,792;0,678;0,276;0,104;0,102;271,628;261,846;112,092;45,95;41,49;1453,402;1,09;211,428;74,6;1,106;136,998;0,742;0,304;0,098;0,094;1158,408;970,926;414,134;174,232;143,838;"0"
"6";1334,652;1,154;227,69;75,4;1,226;146,2;0,806;0,266;0,13;0,094;1144,552;901,692;308,608;216,224;144,272;477,28;1,158;224,144;75,8;1,23;144,726;0,8;0,302;0,114;0,086;371,038;314,106;140,258;51,668;41,978;"0"
"7";985,474;1,094;206,312;74,4;1,144;135,462;0,74;0,276;0,096;0,08;720,67;621,564;265,038;82,404;71,322;582,166;1,066;217,134;73,8;1,108;141,11;0,768;0,316;0,116;0,106;438,632;402,304;173,462;70,484;67,26;"0"
"8";969,884;1,098;219,042;73,8;1,152;143,27;0,772;0,264;0,116;0,104;729,744;645,85;265,174;101,414;88,494;695,894;1,094;211,626;74,2;1,088;138,346;0,732;0,334;0,098;0,086;501,844;459,45;224,508;63,952;52,808;"1"
"9";614,954;1,036;205,424;72;1,036;133,944;0,718;0,304;0,098;0,092;446,514;418,226;187,624;58,478;52,278;845,94;1,156;232,998;74,2;1,236;151,104;0,832;0,26;0,12;0,106;736,238;576,666;189,752;125,888;94,464;"1"
"10";329,594;1,038;200,618;72,6;1,022;130,77;0,708;0,332;0,096;0,084;232,814;227,68;117,314;34,83;27,836;874,574;1,062;206,512;73,8;1,09;134,308;0,732;0,286;0,1;0,096;645,482;575,162;269,866;83,778;76,276;"0"
