"";"x"
"1";"https://www.vlr.gg/244944/acend-rising-vs-tiger-anonymo-game-changers-2023-series-ii-emea-playoffs-qf"
"2";"https://www.vlr.gg/244945/g2-gozen-vs-case-hydra-game-changers-2023-series-ii-emea-playoffs-qf"
"3";"https://www.vlr.gg/221964/9z-team-gc-vs-optix-fem-game-changers-2023-latin-america-split-1-round-robin"
