"";"x"
"1";"https://www.vlr.gg/209029/nongshim-redforce-vs-slt-seongam-world-cyber-games-challengers-league-korea-split-2-lr1"
"2";"https://www.vlr.gg/181473/gamelab-alpha-vs-zol-esports-challengers-league-philippines-split-2-playoffs-ur1"
"3";"https://www.vlr.gg/209030/gwangju-shadow-vs-incheon-on-sla2ers-world-cyber-games-challengers-league-korea-split-2-lr1"
"4";"https://www.vlr.gg/213129/one-team-esports-vs-utt-esports-challengers-league-taiwan-hong-kong-split-2-ubsf"
"5";"https://www.vlr.gg/181474/action-ph-vs-mvp-esports-challengers-league-philippines-split-2-playoffs-ur1"
"6";"https://www.vlr.gg/213130/anti-eco-eco-club-vs-oblivion-force-challengers-league-taiwan-hong-kong-split-2-ubsf"
"7";"https://www.vlr.gg/213195/fnatic-vs-fut-esports-champions-tour-2023-emea-league-ubsf"
"8";"https://www.vlr.gg/213196/natus-vincere-vs-team-liquid-champions-tour-2023-emea-league-ubsf"
"9";"https://www.vlr.gg/189052/loud-vs-furia-champions-tour-2023-americas-league-ubsf"
"10";"https://www.vlr.gg/189053/cloud9-vs-evil-geniuses-champions-tour-2023-americas-league-ubsf"
