"";"x"
"1";"https://www.vlr.gg/185112/indonesia-vs-malaysia-sea-esports-championship-2023-d2"
"2";"https://www.vlr.gg/185115/vietnam-vs-indonesia-sea-esports-championship-2023-d2"
"3";"https://www.vlr.gg/185117/indonesia-vs-cambodia-sea-esports-championship-2023-d2"
"4";"https://www.vlr.gg/185118/vietnam-vs-malaysia-sea-esports-championship-2023-d2"
"5";"https://www.vlr.gg/179414/ebro-gaming-vs-all-knights-challengers-league-latam-south-fire-split-1-w3"
"6";"https://www.vlr.gg/184364/tbk-esports-vs-keyd-stars-challengers-league-brazil-split-1-ur1"
"7";"https://www.vlr.gg/179415/9z-team-vs-furious-gaming-challengers-league-latam-south-fire-split-1-w3"
"8";"https://www.vlr.gg/184365/oddik-vs-tropicaos-challengers-league-brazil-split-1-ur1"
