"";"x"
"1";"https://www.vlr.gg/211909/gods-reign-vs-revenant-esports-challengers-league-south-asia-split-2-lr1"
"2";"https://www.vlr.gg/214689/case-esports-vs-zeta-gaming-challengers-league-spain-rising-split-2-sf"
"3";"https://www.vlr.gg/216236/galatasaray-esports-vs-digital-athletics-challengers-league-turkey-birlik-split-2-playoffs-lf"
"4";"https://www.vlr.gg/206809/mad-lions-vs-disguised-challengers-league-north-america-elim"
