"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"x1";"https://www.vlr.gg/184460/rex-regum-qeon-vs-gen-g-champions-tour-2023-pacific-league-w1";"Rex Regum Qeon 27.78%  ";"Gen.G 72.22%  ";"0";27,78;72,22;0
"x2";"https://www.vlr.gg/173214/fnatic-vs-giants-gaming-champions-tour-2023-emea-league-w1";"FNATIC 39.14%  ";"Giants Gaming 60.86%  ";"1";39,14;60,86;0
"x3";"https://www.vlr.gg/173215/koi-vs-natus-vincere-champions-tour-2023-emea-league-w1";"KOI 44.64%  ";"Natus Vincere 55.36%  ";"1";44,64;55,36;0
"x4";"https://www.vlr.gg/183553/9z-team-gc-vs-kr-blaze-game-changers-2023-latin-america-split-1-round-robin";"9z Team GC 3.23%  ";"KRÜ BLAZE 96.77%  ";"0";3,23;96,77;0
