"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/214824/bigetron-arctic-vs-dominatus-challengers-league-indonesia-split-2-ubsf";"Bigetron Arctic 65.29%  ";"Dominatus 34.71%  ";"0";65,29;34,71;1
"2";"https://www.vlr.gg/214827/alter-ego-vs-arf-team-challengers-league-indonesia-split-2-lr1";"Alter Ego 61.61%  ";"ARF TEAM 38.39%  ";"1";61,61;38,39;1
"3";"https://www.vlr.gg/219595/weibo-gaming-vs-totoro-gaming-valorant-champions-2023-china-qualifier-r1";"Weibo Gaming 32.9%  ";"Totoro Gaming 67.1%  ";"0";32,9;67,1;0
"4";"https://www.vlr.gg/219596/number-one-player-vs-douyu-gaming-valorant-champions-2023-china-qualifier-r1";"Number One Player 29.27%  ";"Douyu Gaming 70.73%  ";"0";29,27;70,73;0
"5";"https://www.vlr.gg/213121/made-in-thailand-vs-full-sense-challengers-league-thailand-split-2-ubsf";"Made in Thailand 68.42%  ";"FULL SENSE 31.58%  ";"0";68,42;31,58;1
"6";"https://www.vlr.gg/211904/true-rippers-vs-revenant-esports-challengers-league-south-asia-split-2-ur1";"True Rippers 27.07%  ";"Revenant Esports 72.93%  ";"1";27,07;72,93;0
"7";"https://www.vlr.gg/219594/gank-gaming-vs-royal-never-give-up-valorant-champions-2023-china-qualifier-r1";"Gank Gaming 60.25%  ";"Royal Never Give Up 39.75%  ";"0";60,25;39,75;1
"8";"https://www.vlr.gg/219598/four-angry-men-vs-night-wings-gaming-valorant-champions-2023-china-qualifier-r1";"Four Angry Men 56.77%  ";"Night Wings Gaming 43.23%  ";"0";56,77;43,23;1
"9";"https://www.vlr.gg/213122/xerxia-esports-vs-crit-esports-challengers-league-thailand-split-2-ubsf";"XERXIA Esports 61.89%  ";"CRIT Esports 38.11%  ";"1";61,89;38,11;1
"10";"https://www.vlr.gg/216227/galakticos-vs-galatasaray-esports-challengers-league-turkey-birlik-split-2-playoffs-ur1";"Galakticos 26.33%  ";"Galatasaray Esports 73.67%  ";"0";26,33;73,67;0
"11";"https://www.vlr.gg/216228/papara-supermassive-vs-digital-athletics-challengers-league-turkey-birlik-split-2-playoffs-ur1";"Papara SuperMassive 51.78%  ";"Digital Athletics 48.22%  ";"1";51,78;48,22;1
"12";"https://www.vlr.gg/212526/the-guard-vs-faze-clan-challengers-league-north-america-ubqf";"The Guard 44.9%  ";"FaZe Clan 55.1%  ";"1";44,9;55,1;0
"13";"https://www.vlr.gg/213485/keyd-stars-vs-tbk-esports-challengers-league-brazil-split-2-lr1";"Keyd Stars 69.36%  ";"TBK Esports 30.64%  ";"1";69,36;30,64;1
