"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/211909/gods-reign-vs-revenant-esports-challengers-league-south-asia-split-2-lr1";"Gods Reign 51.36%  ";"Revenant Esports 48.64%  ";"1";51,36;48,64;1
"2";"https://www.vlr.gg/214689/case-esports-vs-zeta-gaming-challengers-league-spain-rising-split-2-sf";"Case Esports 42.51%  ";"ZETA Gaming 57.49%  ";"1";42,51;57,49;0
"3";"https://www.vlr.gg/216236/galatasaray-esports-vs-digital-athletics-challengers-league-turkey-birlik-split-2-playoffs-lf";"Galatasaray Esports 40.32%  ";"Digital Athletics 59.68%  ";"0";40,32;59,68;0
"4";"https://www.vlr.gg/206809/mad-lions-vs-disguised-challengers-league-north-america-elim";"MAD Lions 32.61%  ";"Disguised 67.39%  ";"1";32,61;67,39;0
