"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"x1";"https://www.vlr.gg/186405/attacking-soul-esports-vs-funplus-phoenix-fgc-valorant-invitational-2023-act-1-d1";"Attacking Soul Esports 5.66%  ";"FunPlus Phoenix 94.34%  ";"1";5,66;94,34;0
"x2";"https://www.vlr.gg/186406/bilibili-gaming-vs-nter-fgc-valorant-invitational-2023-act-1-d1";"Bilibili Gaming 2.58%  ";"NTER 97.42%  ";"0";2,58;97,42;0
"x3";"https://www.vlr.gg/186363/thailand-attitude-vs-capybara-challengers-league-thailand-split-2-decider";"Thailand Attitude 21.44%  ";"Capybara 78.56%  ";"0";21,44;78,56;0
"x4";"https://www.vlr.gg/186407/kone-esc-vs-dragon-ranger-gaming-fgc-valorant-invitational-2023-act-1-d1";"KONE eSC 93.52%  ";"Dragon Ranger Gaming 6.48%  ";"1";93,52;6,48;1
"x5";"https://www.vlr.gg/185888/aster-army-vs-medal-esports-challengers-league-south-asia-split-1-w2";"Aster Army 52.99%  ";"Medal Esports 47.01%  ";"0";52,99;47,01;1
"x6";"https://www.vlr.gg/184644/loud-gc-vs-bb-w7m-game-changers-2023-brazil-series-1-main-event-ubqf";"LOUD GC 97.43%  ";"bb.w7m 2.57%  ";"1";97,43;2,57;1
"x7";"https://www.vlr.gg/183552/sunxet-club-fem-vs-optix-fem-game-changers-2023-latin-america-split-1-round-robin";"SunXet Club Fem 71.88%  ";"Optix Fem 28.12%  ";"1";71,88;28,12;1
"x8";"https://www.vlr.gg/184645/oddik-bright-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-ubqf";"ODDIK Bright 96.55%  ";"Black Dragons Female 3.45%  ";"1";96,55;3,45;1
"x9";"https://www.vlr.gg/183565/awake-gaming-female-vs-firepower-game-changers-2023-latin-america-split-1-round-robin";"Awake Gaming Female 32.66%  ";"FiRePOWER 67.34%  ";"0";32,66;67,34;0
