"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/233059/fokus-vs-s2g-esports-champions-tour-2023-emea-ascension-gf";"FOKUS 47.87%  ";"S2G Esports 52.13%  ";"1";47,87;52,13;0
"2";"https://www.vlr.gg/221958/9z-team-gc-vs-kr-blaze-game-changers-2023-latin-america-split-1-round-robin";"9z Team GC 6.41%  ";"KRÜ BLAZE 93.59%  ";"0";6,41;93,59;0
