"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"x1";"https://www.vlr.gg/187105/blue-bees-esp-vs-crest-gaming-zst-challengers-league-japan-split-2-usf";"BLUE BEES.ESP 20.11%  ";"Crest Gaming Zst 79.89%  ";"0";20,11;79,89;0
"x2";"https://www.vlr.gg/188309/hike-digital-esports-vs-boom-esports-challengers-league-indonesia-split-2-r1";"Hike Digital Esports 16.49%  ";"BOOM Esports 83.51%  ";"0";16,49;83,51;0
"x3";"https://www.vlr.gg/188310/bigetron-arctic-vs-le-crapaud-challengers-league-indonesia-split-2-r1";"Bigetron Arctic 99.25%  ";"Le Crapaud 0.75%  ";"1";99,25;0,75;1
"x4";"https://www.vlr.gg/187107/next-esports-vs-system-e-sports-challengers-league-japan-split-2-usf";"Next Esports 96.32%  ";"SYSTEM e-Sports 3.68%  ";"1";96,32;3,68;1
"x5";"https://www.vlr.gg/188311/arf-team-vs-dewa-united-esports-challengers-league-indonesia-split-2-r1";"ARF TEAM 53.85%  ";"Dewa United Esports 46.15%  ";"1";53,85;46,15;1
"x6";"https://www.vlr.gg/173216/team-heretics-vs-fut-esports-champions-tour-2023-emea-league-w1";"Team Heretics 60.15%  ";"FUT Esports 39.85%  ";"0";60,15;39,85;1
"x7";"https://www.vlr.gg/173217/team-liquid-vs-team-vitality-champions-tour-2023-emea-league-w1";"Team Liquid 66.83%  ";"Team Vitality 33.17%  ";"0";66,83;33,17;1
"x8";"https://www.vlr.gg/185982/disguised-vs-tsm-challengers-league-north-america-lr1";"Disguised 55.4%  ";"TSM 44.6%  ";"0";55,4;44,6;1
"x9";"https://www.vlr.gg/183554/sunxet-club-fem-vs-globant-emerald-team-game-changers-2023-latin-america-split-1-round-robin";"SunXet Club Fem 57.35%  ";"Globant Emerald Team 42.65%  ";"0";57,35;42,65;1
"x10";"https://www.vlr.gg/185983/faze-clan-vs-g2-esports-challengers-league-north-america-lr1";"FaZe Clan 40.03%  ";"G2 Esports 59.97%  ";"0";40,03;59,97;0
"x11";"https://www.vlr.gg/183567/firepower-vs-akave-girls-game-changers-2023-latin-america-split-1-round-robin";"FiRePOWER 78.8%  ";"Akave Girls 21.2%  ";"0";78,8;21,2;1
