"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/184522/paper-rex-vs-drx-champions-tour-2023-pacific-league-playoffs-gf";"Paper Rex 51.79%  ";"DRX 48.21%  ";"1";51,79;48,21;1
"2";"https://www.vlr.gg/213198/fnatic-vs-team-liquid-champions-tour-2023-emea-league-gf";"FNATIC 60.42%  ";"Team Liquid 39.58%  ";"0";60,42;39,58;1
"3";"https://www.vlr.gg/189055/loud-vs-nrg-esports-champions-tour-2023-americas-league-gf";"LOUD 39.97%  ";"NRG Esports 60.03%  ";"1";39,97;60,03;0
