"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/222707/bonkers-vs-bleed-champions-tour-2023-pacific-ascension-omega";"Bonkers 27.24%  ";"BLEED 72.76%  ";"0";27,24;72,76;0
"2";"https://www.vlr.gg/222708/dplus-esports-vs-scarz-champions-tour-2023-pacific-ascension-omega";"Dplus Esports 78.36%  ";"SCARZ 21.64%  ";"0";78,36;21,64;1
"3";"https://www.vlr.gg/235568/tyloo-vs-nter-champions-tour-2023-champions-china-qualifier-ko";"TYLOO 77.23%  ";"NTER 22.77%  ";"1";77,23;22,77;1
"4";"https://www.vlr.gg/235569/weibo-gaming-vs-dragon-ranger-gaming-champions-tour-2023-champions-china-qualifier-ko";"Weibo Gaming 55.14%  ";"Dragon Ranger Gaming 44.86%  ";"1";55,14;44,86;1
"5";"https://www.vlr.gg/235030/dsyre-vs-digital-athletics-champions-tour-2023-emea-ascension-d5";"DSYRE 62.66%  ";"Digital Athletics 37.34%  ";"0";62,66;37,34;1
"6";"https://www.vlr.gg/235031/team-falcons-vs-apeks-champions-tour-2023-emea-ascension-d5";"Team Falcons 55.72%  ";"Apeks 44.28%  ";"0";55,72;44,28;1
"7";"https://www.vlr.gg/235390/g2-gozen-vs-odd-1-out-game-changers-2023-series-ii-emea-groups-r2";"G2 Gozen 79.99%  ";"Odd 1 OUT 20.01%  ";"1";79,99;20,01;1
"8";"https://www.vlr.gg/235391/tiger-anonymo-vs-natus-vincere-celestials-game-changers-2023-series-ii-emea-groups-r2";"TIGER Anonymo 14%  ";"Natus Vincere Celestials 86%  ";"1";14;86;0
"9";"https://www.vlr.gg/235392/karmine-corp-gc-vs-kpi-shine-game-changers-2023-series-ii-emea-groups-r2";"Karmine Corp GC 59.27%  ";"KPI Shine 40.73%  ";"0";59,27;40,73;1
"10";"https://www.vlr.gg/235032/saw-vs-acend-champions-tour-2023-emea-ascension-d5";"SAW 65.66%  ";"Acend 34.34%  ";"0";65,66;34,34;1
"11";"https://www.vlr.gg/235033/case-esports-vs-fokus-champions-tour-2023-emea-ascension-d5";"Case Esports 45.77%  ";"FOKUS 54.23%  ";"0";45,77;54,23;0
"12";"https://www.vlr.gg/235418/bbl-queens-vs-the-a-team-game-changers-2023-series-ii-emea-groups-r2";"BBL Queens 77.79%  ";"The A Team 22.21%  ";"1";77,79;22,21;1
"13";"https://www.vlr.gg/235419/fut-female-vs-excel-gc-game-changers-2023-series-ii-emea-groups-r2";"FUT Female 80.65%  ";"EXCEL GC 19.35%  ";"1";80,65;19,35;1
"14";"https://www.vlr.gg/235420/acend-rising-vs-case-hydra-game-changers-2023-series-ii-emea-groups-r2";"Acend Rising 62.99%  ";"Case Hydra 37.01%  ";"1";62,99;37,01;1
"15";"https://www.vlr.gg/235421/guild-gc-vs-rebels-velvet-game-changers-2023-series-ii-emea-groups-r2";"Guild GC 58.59%  ";"Rebels Velvet 41.41%  ";"0";58,59;41,41;1
"16";"https://www.vlr.gg/232892/the-union-vs-fusion-champions-tour-2023-americas-ascension-ubsf";"The Union 66.76%  ";"FUSION 33.24%  ";"1";66,76;33,24;1
"17";"https://www.vlr.gg/232893/the-guard-vs-m80-champions-tour-2023-americas-ascension-ubsf";"The Guard 36.88%  ";"M80 63.12%  ";"1";36,88;63,12;0
