"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/188337/alter-ego-vs-arf-team-challengers-league-indonesia-split-2-r7";"Alter Ego 63.96%  ";"ARF TEAM 36.04%  ";"0";63,96;36,04;1
"2";"https://www.vlr.gg/188338/boom-esports-vs-bigetron-arctic-challengers-league-indonesia-split-2-r7";"BOOM Esports 68.65%  ";"Bigetron Arctic 31.35%  ";"1";68,65;31,35;1
"3";"https://www.vlr.gg/213127/utt-esports-vs-roa-challengers-league-taiwan-hong-kong-split-2-ur1-1";"UTT Esports 43.39%  ";"ROA 56.61%  ";"1";43,39;56,61;0
"4";"https://www.vlr.gg/213128/oblivion-force-vs-s2-esports-challengers-league-taiwan-hong-kong-split-2-ur1-1";"Oblivion Force 79.03%  ";"S2 Esports 20.97%  ";"1";79,03;20,97;1
"5";"https://www.vlr.gg/189532/gonext-esports-vs-zero-tenacity-challengers-league-east-surge-split-2-elim";"GONext Esports 65.6%  ";"Zero Tenacity 34.4%  ";"0";65,6;34,4;1
"6";"https://www.vlr.gg/213193/giants-gaming-vs-fut-esports-champions-tour-2023-emea-league-ur1";"Giants Gaming 75.19%  ";"FUT Esports 24.81%  ";"0";75,19;24,81;1
"7";"https://www.vlr.gg/213194/team-liquid-vs-team-vitality-champions-tour-2023-emea-league-ur1";"Team Liquid 50.38%  ";"Team Vitality 49.62%  ";"1";50,38;49,62;1
"8";"https://www.vlr.gg/189050/leviat-n-vs-furia-champions-tour-2023-americas-league-ur1";"Leviatán 54.08%  ";"FURIA 45.92%  ";"0";54,08;45,92;1
"9";"https://www.vlr.gg/189051/nrg-esports-vs-evil-geniuses-champions-tour-2023-americas-league-ur1";"NRG Esports 49.74%  ";"Evil Geniuses 50.26%  ";"0";49,74;50,26;0
