"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/220844/naos-vs-scarz-champions-tour-2023-pacific-ascension-playoffs-sf";"NAOS 73.64%  ";"SCARZ 26.36%  ";"0";73,64;26,36;1
"2";"https://www.vlr.gg/235556/trace-esports-vs-bilibili-gaming-champions-tour-2023-champions-china-qualifier-ubsf";"Trace Esports 64.53%  ";"Bilibili Gaming 35.47%  ";"0";64,53;35,47;1
"3";"https://www.vlr.gg/220845/bleed-vs-boom-esports-champions-tour-2023-pacific-ascension-playoffs-sf";"BLEED 47.82%  ";"BOOM Esports 52.18%  ";"1";47,82;52,18;0
"4";"https://www.vlr.gg/232898/m80-vs-9z-team-champions-tour-2023-americas-ascension-lr2";"M80 66.42%  ";"9z Team 33.58%  ";"1";66,42;33,58;1
