"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"x1";"https://www.vlr.gg/186284/le-crapaud-vs-90-kg-challengers-league-indonesia-split-2-decider-a";"Le Crapaud 63.13%  ";"90 KG 36.87%  ";"1";63,13;36,87;1
"x2";"https://www.vlr.gg/186362/gelida-esports-vs-capybara-challengers-league-thailand-split-2-elim";"Gelida Esports 18.61%  ";"Capybara 81.39%  ";"0";18,61;81,39;0
"x3";"https://www.vlr.gg/186289/hike-digital-esports-vs-arcane-challengers-league-indonesia-split-2-decider-b";"Hike Digital Esports 34.09%  ";"Arcane 65.91%  ";"1";34,09;65,91;0
"x4";"https://www.vlr.gg/186361/crit-esports-vs-thailand-attitude-challengers-league-thailand-split-2-winners";"CRIT Esports 80.06%  ";"Thailand Attitude 19.94%  ";"1";80,06;19,94;1
"x5";"https://www.vlr.gg/183564/leviat-n-game-changers-vs-fusion-x-game-changers-2023-latin-america-split-1-round-robin";"Leviatán Game Changers 86.05%  ";"FUSION X 13.95%  ";"1";86,05;13,95;1
