"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"x1";"https://www.vlr.gg/186415/tyloo-vs-totoro-gaming-fgc-valorant-invitational-2023-act-1-d4";"TYLOO 10.08%  ";"Totoro Gaming 89.92%  ";"0";10,08;89,92;0
"x2";"https://www.vlr.gg/184456/zeta-division-vs-drx-champions-tour-2023-pacific-league-w1";"ZETA DIVISION 17.37%  ";"DRX 82.63%  ";"0";17,37;82,63;0
"x3";"https://www.vlr.gg/186416/attacking-soul-esports-vs-number-one-player-fgc-valorant-invitational-2023-act-1-d4";"Attacking Soul Esports 54.09%  ";"Number One Player 45.91%  ";"1";54,09;45,91;1
"x4";"https://www.vlr.gg/184457/t1-vs-global-esports-champions-tour-2023-pacific-league-w1";"T1 23.82%  ";"Global Esports 76.18%  ";"1";23,82;76,18;0
"x5";"https://www.vlr.gg/186417/dragon-ranger-gaming-vs-nter-fgc-valorant-invitational-2023-act-1-d4";"Dragon Ranger Gaming 18.53%  ";"NTER 81.47%  ";"1";18,53;81,47;0
"x6";"https://www.vlr.gg/185891/gods-reign-vs-godlike-esports-challengers-league-south-asia-split-1-w2";"Gods Reign 35.34%  ";"GodLike Esports 64.66%  ";"1";35,34;64,66;0
"x7";"https://www.vlr.gg/186044/fusion-vs-six-karma-challengers-league-latam-north-ace-split-1-ubf";"FUSION 34.66%  ";"Six Karma 65.34%  ";"1";34,66;65,34;0
"x8";"https://www.vlr.gg/186045/skull-cracker-vs-e-xolos-lazer-challengers-league-latam-north-ace-split-1-lr1";"Skull Cracker 2.9%  ";"E-Xolos LAZER 97.1%  ";"0";2,9;97,1;0
