"";"b";"V1";"V2";"ganhador";"V1_n";"V2_n";"prev"
"1";"https://www.vlr.gg/220451/team-liquid-vs-nrg-esports-champions-tour-2023-masters-tokyo-lr2";"Team Liquid 50.82%  ";"NRG Esports 49.18%  ";"0";50,82;49,18;1
"2";"https://www.vlr.gg/220452/paper-rex-vs-edward-gaming-champions-tour-2023-masters-tokyo-lr2";"Paper Rex 46.8%  ";"EDward Gaming 53.2%  ";"1";46,8;53,2;0
